case_id,case_name,tau,n,method,mean,range
1,Case 1: LLQR (Gaussian design),0.2,5000,screen-seq(2)(ft),5.0,2.1
1,Case 1: LLQR (Gaussian design),0.5,200,llqr,0.40,0.11
1,Case 1: LLQR (Gaussian design),0.5,500,llqr,0.74,0.24
1,Case 1: LLQR (Gaussian design),0.5,1000,llqr,1.7,0.36
1,Case 1: LLQR (Gaussian design),0.5,2000,llqr,6.4,1.3
1,Case 1: LLQR (Gaussian design),0.5,5000,llqr,39.9,22.6
1,Case 1: LLQR (Gaussian design),0.5,200,seq,0.046,0.14
1,Case 1: LLQR (Gaussian design),0.5,500,seq,0.18,0.38
1,Case 1: LLQR (Gaussian design),0.5,1000,seq,0.60,0.56
1,Case 1: LLQR (Gaussian design),0.5,2000,seq,1.8,2.3
1,Case 1: LLQR (Gaussian design),0.5,5000,seq,10.3,9.2
1,Case 1: LLQR (Gaussian design),0.5,200,seq(ft),0.0050,0.0035
1,Case 1: LLQR (Gaussian design),0.5,500,seq(ft),0.019,0.021
1,Case 1: LLQR (Gaussian design),0.5,1000,seq(ft),0.072,0.035
1,Case 1: LLQR (Gaussian design),0.5,2000,seq(ft),0.73,0.41
1,Case 1: LLQR (Gaussian design),0.5,5000,seq(ft),2.7,2.0
1,Case 1: LLQR (Gaussian design),0.5,200,screen-seq(1),0.17,1.2
1,Case 1: LLQR (Gaussian design),0.5,500,screen-seq(1),0.53,2.2
1,Case 1: LLQR (Gaussian design),0.5,1000,screen-seq(1),1.3,1.5
1,Case 1: LLQR (Gaussian design),0.5,2000,screen-seq(1),3.7,7.1
1,Case 1: LLQR (Gaussian design),0.5,5000,screen-seq(1),20.9,314.7
1,Case 1: LLQR (Gaussian design),0.5,200,screen-seq(2),0.16,1.3
1,Case 1: LLQR (Gaussian design),0.5,500,screen-seq(2),0.53,2.3
1,Case 1: LLQR (Gaussian design),0.5,1000,screen-seq(2),1.2,1.5
1,Case 1: LLQR (Gaussian design),0.5,2000,screen-seq(2),3.7,7.4
1,Case 1: LLQR (Gaussian design),0.5,5000,screen-seq(2),20.9,319.6
1,Case 1: LLQR (Gaussian design),0.5,200,screen-seq(1)(ft),0.0072,0.011
1,Case 1: LLQR (Gaussian design),0.5,500,screen-seq(1)(ft),0.035,0.12
1,Case 1: LLQR (Gaussian design),0.5,1000,screen-seq(1)(ft),0.12,0.055
1,Case 1: LLQR (Gaussian design),0.5,2000,screen-seq(1)(ft),0.53,0.34
1,Case 1: LLQR (Gaussian design),0.5,5000,screen-seq(1)(ft),4.1,2.2
1,Case 1: LLQR (Gaussian design),0.5,200,screen-seq(2)(ft),0.0068,0.013
1,Case 1: LLQR (Gaussian design),0.5,500,screen-seq(2)(ft),0.030,0.044
1,Case 1: LLQR (Gaussian design),0.5,1000,screen-seq(2)(ft),0.11,0.052
1,Case 1: LLQR (Gaussian design),0.5,2000,screen-seq(2)(ft),0.51,0.37
1,Case 1: LLQR (Gaussian design),0.5,5000,screen-seq(2)(ft),4.0,2.5
1,Case 1: LLQR (Gaussian design),0.8,200,llqr,0.23,0.036
1,Case 1: LLQR (Gaussian design),0.8,500,llqr,0.64,0.18
1,Case 1: LLQR (Gaussian design),0.8,1000,llqr,1.8,0.44
1,Case 1: LLQR (Gaussian design),0.8,2000,llqr,7.0,2.3
1,Case 1: LLQR (Gaussian design),0.8,5000,llqr,42.7,15.1
1,Case 1: LLQR (Gaussian design),0.8,200,seq,0.051,0.16
1,Case 1: LLQR (Gaussian design),0.8,500,seq,0.20,0.47
1,Case 1: LLQR (Gaussian design),0.8,1000,seq,0.77,0.54
1,Case 1: LLQR (Gaussian design),0.8,2000,seq,2.1,2.2
1,Case 1: LLQR (Gaussian design),0.8,5000,seq,11.4,13.9
1,Case 1: LLQR (Gaussian design),0.8,200,seq(ft),0.0051,0.0039
1,Case 1: LLQR (Gaussian design),0.8,500,seq(ft),0.020,0.017
1,Case 1: LLQR (Gaussian design),0.8,1000,seq(ft),0.078,0.022
1,Case 1: LLQR (Gaussian design),0.8,2000,seq(ft),0.78,0.68
1,Case 1: LLQR (Gaussian design),0.8,5000,seq(ft),2.8,1.5
1,Case 1: LLQR (Gaussian design),0.8,200,screen-seq(1),0.19,1.3
1,Case 1: LLQR (Gaussian design),0.8,500,screen-seq(1),0.59,1.9
1,Case 1: LLQR (Gaussian design),0.8,1000,screen-seq(1),1.4,2.7
1,Case 1: LLQR (Gaussian design),0.8,2000,screen-seq(1),4.2,6.6
1,Case 1: LLQR (Gaussian design),0.8,5000,screen-seq(1),19.4,29.6
1,Case 1: LLQR (Gaussian design),0.8,200,screen-seq(2),0.18,1.4
1,Case 1: LLQR (Gaussian design),0.8,500,screen-seq(2),0.59,2.1
1,Case 1: LLQR (Gaussian design),0.8,1000,screen-seq(2),1.4,3.1
1,Case 1: LLQR (Gaussian design),0.8,2000,screen-seq(2),4.2,7.0
1,Case 1: LLQR (Gaussian design),0.8,5000,screen-seq(2),32.7,697.7
1,Case 1: LLQR (Gaussian design),0.8,200,screen-seq(1)(ft),0.0074,0.013
1,Case 1: LLQR (Gaussian design),0.8,500,screen-seq(1)(ft),0.033,0.037
1,Case 1: LLQR (Gaussian design),0.8,1000,screen-seq(1)(ft),0.13,0.093
1,Case 1: LLQR (Gaussian design),0.8,2000,screen-seq(1)(ft),0.58,0.30
1,Case 1: LLQR (Gaussian design),0.8,5000,screen-seq(1)(ft),4.4,2.0
1,Case 1: LLQR (Gaussian design),0.8,200,screen-seq(2)(ft),0.0071,0.014
1,Case 1: LLQR (Gaussian design),0.8,500,screen-seq(2)(ft),0.031,0.043
1,Case 1: LLQR (Gaussian design),0.8,1000,screen-seq(2)(ft),0.13,0.11
1,Case 1: LLQR (Gaussian design),0.8,2000,screen-seq(2)(ft),0.56,0.50
1,Case 1: LLQR (Gaussian design),0.8,5000,screen-seq(2)(ft),4.3,2.1
2,Case 2: LLQR (Uniform design),0.2,200,llqr,0.23,0.037
2,Case 2: LLQR (Uniform design),0.2,500,llqr,0.60,0.13
2,Case 2: LLQR (Uniform design),0.2,1000,llqr,1.7,0.39
2,Case 2: LLQR (Uniform design),0.2,2000,llqr,6.1,1.4
2,Case 2: LLQR (Uniform design),0.2,5000,llqr,42.3,17.7
2,Case 2: LLQR (Uniform design),0.2,200,seq,0.029,0.047
2,Case 2: LLQR (Uniform design),0.2,500,seq,0.091,0.16
2,Case 2: LLQR (Uniform design),0.2,1000,seq,0.30,0.64
2,Case 2: LLQR (Uniform design),0.2,2000,seq,0.98,1.1
2,Case 2: LLQR (Uniform design),0.2,5000,seq,4.8,4.9
2,Case 2: LLQR (Uniform design),0.2,200,seq(ft),0.0049,0.0018
2,Case 2: LLQR (Uniform design),0.2,500,seq(ft),0.016,0.0072
2,Case 2: LLQR (Uniform design),0.2,1000,seq(ft),0.056,0.032
2,Case 2: LLQR (Uniform design),0.2,2000,seq(ft),0.68,0.26
2,Case 2: LLQR (Uniform design),0.2,5000,seq(ft),2.1,0.52
2,Case 2: LLQR (Uniform design),0.2,200,screen-seq(1),0.13,0.42
2,Case 2: LLQR (Uniform design),0.2,500,screen-seq(1),0.37,0.85
2,Case 2: LLQR (Uniform design),0.2,1000,screen-seq(1),1.0,0.69
2,Case 2: LLQR (Uniform design),0.2,2000,screen-seq(1),2.6,0.91
2,Case 2: LLQR (Uniform design),0.2,5000,screen-seq(1),11.8,2.7
2,Case 2: LLQR (Uniform design),0.2,200,screen-seq(2),0.13,0.40
2,Case 2: LLQR (Uniform design),0.2,500,screen-seq(2),0.38,0.85
2,Case 2: LLQR (Uniform design),0.2,1000,screen-seq(2),0.92,0.62
2,Case 2: LLQR (Uniform design),0.2,2000,screen-seq(2),2.6,0.90
2,Case 2: LLQR (Uniform design),0.2,5000,screen-seq(2),11.6,2.6
2,Case 2: LLQR (Uniform design),0.2,200,screen-seq(1)(ft),0.0073,0.0077
2,Case 2: LLQR (Uniform design),0.2,500,screen-seq(1)(ft),0.026,0.015
2,Case 2: LLQR (Uniform design),0.2,1000,screen-seq(1)(ft),0.11,0.026
2,Case 2: LLQR (Uniform design),0.2,2000,screen-seq(1)(ft),0.49,0.092
2,Case 2: LLQR (Uniform design),0.2,5000,screen-seq(1)(ft),3.8,0.45
2,Case 2: LLQR (Uniform design),0.2,200,screen-seq(2)(ft),0.0064,0.0068
2,Case 2: LLQR (Uniform design),0.2,500,screen-seq(2)(ft),0.026,0.015
2,Case 2: LLQR (Uniform design),0.2,1000,screen-seq(2)(ft),0.10,0.021
2,Case 2: LLQR (Uniform design),0.2,2000,screen-seq(2)(ft),0.48,0.080
2,Case 2: LLQR (Uniform design),0.2,5000,screen-seq(2)(ft),3.7,0.46
2,Case 2: LLQR (Uniform design),0.5,200,llqr,0.24,0.066
2,Case 2: LLQR (Uniform design),0.5,500,llqr,0.63,0.11
2,Case 2: LLQR (Uniform design),0.5,1000,llqr,1.8,0.49
2,Case 2: LLQR (Uniform design),0.5,2000,llqr,7.2,2.4
2,Case 2: LLQR (Uniform design),0.5,5000,llqr,57.6,33.6
2,Case 2: LLQR (Uniform design),0.5,200,seq,0.034,0.068
2,Case 2: LLQR (Uniform design),0.5,500,seq,0.11,0.18
2,Case 2: LLQR (Uniform design),0.5,1000,seq,0.36,0.72
2,Case 2: LLQR (Uniform design),0.5,2000,seq,1.2,1.8
2,Case 2: LLQR (Uniform design),0.5,5000,seq,5.8,6.0
2,Case 2: LLQR (Uniform design),0.5,200,seq(ft),0.0050,0.0021
2,Case 2: LLQR (Uniform design),0.5,500,seq(ft),0.017,0.0088
2,Case 2: LLQR (Uniform design),0.5,1000,seq(ft),0.060,0.042
2,Case 2: LLQR (Uniform design),0.5,2000,seq(ft),0.65,0.44
2,Case 2: LLQR (Uniform design),0.5,5000,seq(ft),2.3,0.66
2,Case 2: LLQR (Uniform design),0.5,200,screen-seq(1),0.15,0.49
2,Case 2: LLQR (Uniform design),0.5,500,screen-seq(1),0.40,0.79
2,Case 2: LLQR (Uniform design),0.5,1000,screen-seq(1),1.1,1.0
2,Case 2: LLQR (Uniform design),0.5,2000,screen-seq(1),2.8,1.3
2,Case 2: LLQR (Uniform design),0.5,5000,screen-seq(1),12.9,3.6
2,Case 2: LLQR (Uniform design),0.5,200,screen-seq(2),0.15,0.54
2,Case 2: LLQR (Uniform design),0.5,500,screen-seq(2),0.40,0.75
2,Case 2: LLQR (Uniform design),0.5,1000,screen-seq(2),0.99,1.1
2,Case 2: LLQR (Uniform design),0.5,2000,screen-seq(2),2.8,1.4
2,Case 2: LLQR (Uniform design),0.5,5000,screen-seq(2),12.4,3.7
2,Case 2: LLQR (Uniform design),0.5,200,screen-seq(1)(ft),0.0073,0.0090
2,Case 2: LLQR (Uniform design),0.5,500,screen-seq(1)(ft),0.028,0.015
2,Case 2: LLQR (Uniform design),0.5,1000,screen-seq(1)(ft),0.12,0.030
2,Case 2: LLQR (Uniform design),0.5,2000,screen-seq(1)(ft),0.54,0.096
2,Case 2: LLQR (Uniform design),0.5,5000,screen-seq(1)(ft),4.1,0.46
2,Case 2: LLQR (Uniform design),0.5,200,screen-seq(2)(ft),0.0068,0.0079
2,Case 2: LLQR (Uniform design),0.5,500,screen-seq(2)(ft),0.027,0.015
2,Case 2: LLQR (Uniform design),0.5,1000,screen-seq(2)(ft),0.12,0.031
2,Case 2: LLQR (Uniform design),0.5,2000,screen-seq(2)(ft),0.53,0.095
2,Case 2: LLQR (Uniform design),0.5,5000,screen-seq(2)(ft),4.0,0.42
2,Case 2: LLQR (Uniform design),0.8,200,llqr,0.24,0.061
2,Case 2: LLQR (Uniform design),0.8,500,llqr,0.67,0.096
2,Case 2: LLQR (Uniform design),0.8,1000,llqr,1.9,0.58
2,Case 2: LLQR (Uniform design),0.8,2000,llqr,7.6,2.4
2,Case 2: LLQR (Uniform design),0.8,5000,llqr,63.6,35.6
2,Case 2: LLQR (Uniform design),0.8,200,seq,0.035,0.057
2,Case 2: LLQR (Uniform design),0.8,500,seq,0.12,0.19
2,Case 2: LLQR (Uniform design),0.8,1000,seq,0.39,0.69
2,Case 2: LLQR (Uniform design),0.8,2000,seq,1.3,1.3
2,Case 2: LLQR (Uniform design),0.8,5000,seq,6.3,8.3
2,Case 2: LLQR (Uniform design),0.8,200,seq(ft),0.0050,0.0017
2,Case 2: LLQR (Uniform design),0.8,500,seq(ft),0.017,0.0086
2,Case 2: LLQR (Uniform design),0.8,1000,seq(ft),0.065,0.038
2,Case 2: LLQR (Uniform design),0.8,2000,seq(ft),0.70,0.14
2,Case 2: LLQR (Uniform design),0.8,5000,seq(ft),2.4,1.1
2,Case 2: LLQR (Uniform design),0.8,200,screen-seq(1),0.15,0.51
2,Case 2: LLQR (Uniform design),0.8,500,screen-seq(1),0.40,0.73
2,Case 2: LLQR (Uniform design),0.8,1000,screen-seq(1),1.1,0.60
2,Case 2: LLQR (Uniform design),0.8,2000,screen-seq(1),2.9,0.97
2,Case 2: LLQR (Uniform design),0.8,5000,screen-seq(1),13.5,12.5
2,Case 2: LLQR (Uniform design),0.8,200,screen-seq(2),0.15,0.54
2,Case 2: LLQR (Uniform design),0.8,500,screen-seq(2),0.41,0.69
2,Case 2: LLQR (Uniform design),0.8,1000,screen-seq(2),1.1,0.61
2,Case 2: LLQR (Uniform design),0.8,2000,screen-seq(2),2.9,1.1
2,Case 2: LLQR (Uniform design),0.8,5000,screen-seq(2),12.8,5.1
2,Case 2: LLQR (Uniform design),0.8,200,screen-seq(1)(ft),0.0071,0.0087
2,Case 2: LLQR (Uniform design),0.8,500,screen-seq(1)(ft),0.028,0.013
2,Case 2: LLQR (Uniform design),0.8,1000,screen-seq(1)(ft),0.12,0.023
2,Case 2: LLQR (Uniform design),0.8,2000,screen-seq(1)(ft),0.54,0.084
2,Case 2: LLQR (Uniform design),0.8,5000,screen-seq(1)(ft),4.1,2.3
2,Case 2: LLQR (Uniform design),0.8,200,screen-seq(2)(ft),0.0067,0.011
2,Case 2: LLQR (Uniform design),0.8,500,screen-seq(2)(ft),0.027,0.013
2,Case 2: LLQR (Uniform design),0.8,1000,screen-seq(2)(ft),0.11,0.014
2,Case 2: LLQR (Uniform design),0.8,2000,screen-seq(2)(ft),0.52,0.10
2,Case 2: LLQR (Uniform design),0.8,5000,screen-seq(2)(ft),3.9,0.98
3,Case 3: TVCQR (i.i.d. design),0.2,200,rq,0.30,0.72
3,Case 3: TVCQR (i.i.d. design),0.2,500,rq,0.77,0.15
3,Case 3: TVCQR (i.i.d. design),0.2,1000,rq,3.0,2.2
3,Case 3: TVCQR (i.i.d. design),0.2,2000,rq,9.5,7.1
3,Case 3: TVCQR (i.i.d. design),0.2,5000,rq,57.8,4.3
3,Case 3: TVCQR (i.i.d. design),0.2,200,seq,0.081,0.093
3,Case 3: TVCQR (i.i.d. design),0.2,500,seq,0.25,0.061
3,Case 3: TVCQR (i.i.d. design),0.2,1000,seq,0.85,0.66
3,Case 3: TVCQR (i.i.d. design),0.2,2000,seq,3.0,1.7
3,Case 3: TVCQR (i.i.d. design),0.2,5000,seq,13.3,1.6
3,Case 3: TVCQR (i.i.d. design),0.2,200,seq(ft),0.086,0.43
3,Case 3: TVCQR (i.i.d. design),0.2,500,seq(ft),0.17,0.94
3,Case 3: TVCQR (i.i.d. design),0.2,1000,seq(ft),0.070,0.11
3,Case 3: TVCQR (i.i.d. design),0.2,2000,seq(ft),0.98,0.68
3,Case 3: TVCQR (i.i.d. design),0.2,5000,seq(ft),2.4,0.58
3,Case 3: TVCQR (i.i.d. design),0.2,200,screen-seq(1),0.17,0.16
3,Case 3: TVCQR (i.i.d. design),0.2,500,screen-seq(1),0.53,0.11
3,Case 3: TVCQR (i.i.d. design),0.2,1000,screen-seq(1),2.2,2.1
3,Case 3: TVCQR (i.i.d. design),0.2,2000,screen-seq(1),8.9,5.4
3,Case 3: TVCQR (i.i.d. design),0.2,5000,screen-seq(1),165.9,201.3
3,Case 3: TVCQR (i.i.d. design),0.2,200,screen-seq(2),0.18,0.11
3,Case 3: TVCQR (i.i.d. design),0.2,500,screen-seq(2),0.51,0.36
3,Case 3: TVCQR (i.i.d. design),0.2,1000,screen-seq(2),1.4,0.98
3,Case 3: TVCQR (i.i.d. design),0.2,2000,screen-seq(2),4.1,2.3
3,Case 3: TVCQR (i.i.d. design),0.2,5000,screen-seq(2),24.7,7.3
3,Case 3: TVCQR (i.i.d. design),0.2,200,screen-seq(1)(ft),0.0073,0.025
3,Case 3: TVCQR (i.i.d. design),0.2,500,screen-seq(1)(ft),0.038,0.043
3,Case 3: TVCQR (i.i.d. design),0.2,1000,screen-seq(1)(ft),0.18,0.23
3,Case 3: TVCQR (i.i.d. design),0.2,2000,screen-seq(1)(ft),0.82,0.62
3,Case 3: TVCQR (i.i.d. design),0.2,5000,screen-seq(1)(ft),6.9,1.3
3,Case 3: TVCQR (i.i.d. design),0.2,200,screen-seq(2)(ft),0.0064,0.0059
3,Case 3: TVCQR (i.i.d. design),0.2,500,screen-seq(2)(ft),0.034,0.0037
3,Case 3: TVCQR (i.i.d. design),0.2,1000,screen-seq(2)(ft),0.15,0.17
3,Case 3: TVCQR (i.i.d. design),0.2,2000,screen-seq(2)(ft),0.58,0.31
3,Case 3: TVCQR (i.i.d. design),0.2,5000,screen-seq(2)(ft),3.9,0.21
3,Case 3: TVCQR (i.i.d. design),0.5,200,rq,0.25,0.24
3,Case 3: TVCQR (i.i.d. design),0.5,500,rq,0.78,0.024
3,Case 3: TVCQR (i.i.d. design),0.5,1000,rq,2.7,0.18
3,Case 3: TVCQR (i.i.d. design),0.5,2000,rq,9.2,0.51
3,Case 3: TVCQR (i.i.d. design),0.5,5000,rq,59.6,2.5
3,Case 3: TVCQR (i.i.d. design),0.5,200,seq,0.086,0.042
3,Case 3: TVCQR (i.i.d. design),0.5,500,seq,0.27,0.054
3,Case 3: TVCQR (i.i.d. design),0.5,1000,seq,0.82,0.13
3,Case 3: TVCQR (i.i.d. design),0.5,2000,seq,3.0,0.30
3,Case 3: TVCQR (i.i.d. design),0.5,5000,seq,13.9,1.4
3,Case 3: TVCQR (i.i.d. design),0.5,200,seq(ft),0.010,0.055
3,Case 3: TVCQR (i.i.d. design),0.5,500,seq(ft),0.037,0.12
3,Case 3: TVCQR (i.i.d. design),0.5,1000,seq(ft),0.067,0.024
3,Case 3: TVCQR (i.i.d. design),0.5,2000,seq(ft),0.78,0.62
3,Case 3: TVCQR (i.i.d. design),0.5,5000,seq(ft),2.5,0.34
3,Case 3: TVCQR (i.i.d. design),0.5,200,screen-seq(1),0.17,0.12
3,Case 3: TVCQR (i.i.d. design),0.5,500,screen-seq(1),0.57,0.28
3,Case 3: TVCQR (i.i.d. design),0.5,1000,screen-seq(1),2.3,0.84
3,Case 3: TVCQR (i.i.d. design),0.5,2000,screen-seq(1),10.7,4.5
3,Case 3: TVCQR (i.i.d. design),0.5,5000,screen-seq(1),171.9,71.1
3,Case 3: TVCQR (i.i.d. design),0.5,200,screen-seq(2),0.17,0.091
3,Case 3: TVCQR (i.i.d. design),0.5,500,screen-seq(2),0.55,0.27
3,Case 3: TVCQR (i.i.d. design),0.5,1000,screen-seq(2),1.3,0.68
3,Case 3: TVCQR (i.i.d. design),0.5,2000,screen-seq(2),4.0,0.70
3,Case 3: TVCQR (i.i.d. design),0.5,5000,screen-seq(2),22.2,10.7
3,Case 3: TVCQR (i.i.d. design),0.5,200,screen-seq(1)(ft),0.0083,0.0049
3,Case 3: TVCQR (i.i.d. design),0.5,500,screen-seq(1)(ft),0.050,0.11
3,Case 3: TVCQR (i.i.d. design),0.5,1000,screen-seq(1)(ft),0.18,0.031
3,Case 3: TVCQR (i.i.d. design),0.5,2000,screen-seq(1)(ft),0.87,0.16
3,Case 3: TVCQR (i.i.d. design),0.5,5000,screen-seq(1)(ft),7.8,1.3
3,Case 3: TVCQR (i.i.d. design),0.5,200,screen-seq(2)(ft),0.0068,0.0054
3,Case 3: TVCQR (i.i.d. design),0.5,500,screen-seq(2)(ft),0.034,0.0023
3,Case 3: TVCQR (i.i.d. design),0.5,1000,screen-seq(2)(ft),0.14,0.012
3,Case 3: TVCQR (i.i.d. design),0.5,2000,screen-seq(2)(ft),0.58,0.039
3,Case 3: TVCQR (i.i.d. design),0.5,5000,screen-seq(2)(ft),3.9,0.18
3,Case 3: TVCQR (i.i.d. design),0.8,200,rq,0.23,0.011
3,Case 3: TVCQR (i.i.d. design),0.8,500,rq,0.79,0.048
3,Case 3: TVCQR (i.i.d. design),0.8,1000,rq,2.9,0.30
3,Case 3: TVCQR (i.i.d. design),0.8,2000,rq,9.9,0.69
3,Case 3: TVCQR (i.i.d. design),0.8,5000,rq,62.1,10.6
3,Case 3: TVCQR (i.i.d. design),0.8,200,seq,0.079,0.035
3,Case 3: TVCQR (i.i.d. design),0.8,500,seq,0.26,0.056
3,Case 3: TVCQR (i.i.d. design),0.8,1000,seq,0.83,0.16
3,Case 3: TVCQR (i.i.d. design),0.8,2000,seq,3.3,0.65
3,Case 3: TVCQR (i.i.d. design),0.8,5000,seq,15.1,4.1
3,Case 3: TVCQR (i.i.d. design),0.8,200,seq(ft),0.0035,0.030
3,Case 3: TVCQR (i.i.d. design),0.8,500,seq(ft),0.016,0.0045
3,Case 3: TVCQR (i.i.d. design),0.8,1000,seq(ft),0.064,0.011
3,Case 3: TVCQR (i.i.d. design),0.8,2000,seq(ft),0.74,0.22
3,Case 3: TVCQR (i.i.d. design),0.8,5000,seq(ft),2.9,2.5
3,Case 3: TVCQR (i.i.d. design),0.8,200,screen-seq(1),0.16,0.040
3,Case 3: TVCQR (i.i.d. design),0.8,500,screen-seq(1),0.53,0.27
3,Case 3: TVCQR (i.i.d. design),0.8,1000,screen-seq(1),2.4,1.1
3,Case 3: TVCQR (i.i.d. design),0.8,2000,screen-seq(1),14.3,7.1
3,Case 3: TVCQR (i.i.d. design),0.8,5000,screen-seq(1),320.7,504.9
3,Case 3: TVCQR (i.i.d. design),0.8,200,screen-seq(2),0.17,0.073
3,Case 3: TVCQR (i.i.d. design),0.8,500,screen-seq(2),0.53,0.27
3,Case 3: TVCQR (i.i.d. design),0.8,1000,screen-seq(2),1.4,0.36
3,Case 3: TVCQR (i.i.d. design),0.8,2000,screen-seq(2),4.7,1.3
3,Case 3: TVCQR (i.i.d. design),0.8,5000,screen-seq(2),31.1,25.2
3,Case 3: TVCQR (i.i.d. design),0.8,200,screen-seq(1)(ft),0.0084,0.034
3,Case 3: TVCQR (i.i.d. design),0.8,500,screen-seq(1)(ft),0.038,0.0069
3,Case 3: TVCQR (i.i.d. design),0.8,1000,screen-seq(1)(ft),0.17,0.14
3,Case 3: TVCQR (i.i.d. design),0.8,2000,screen-seq(1)(ft),0.79,0.12
3,Case 3: TVCQR (i.i.d. design),0.8,5000,screen-seq(1)(ft),7.2,3.5
3,Case 3: TVCQR (i.i.d. design),0.8,200,screen-seq(2)(ft),0.0065,0.0029
3,Case 3: TVCQR (i.i.d. design),0.8,500,screen-seq(2)(ft),0.034,0.0045
3,Case 3: TVCQR (i.i.d. design),0.8,1000,screen-seq(2)(ft),0.14,0.011
3,Case 3: TVCQR (i.i.d. design),0.8,2000,screen-seq(2)(ft),0.58,0.041
3,Case 3: TVCQR (i.i.d. design),0.8,5000,screen-seq(2)(ft),4.0,2.1
4,Case 4: TVCQR (dependent design),0.2,200,rq,0.26,0.072
4,Case 4: TVCQR (dependent design),0.2,500,rq,0.85,0.13
4,Case 4: TVCQR (dependent design),0.2,1000,rq,3.0,0.38
4,Case 4: TVCQR (dependent design),0.2,2000,rq,10.4,0.38
4,Case 4: TVCQR (dependent design),0.2,5000,rq,66.1,4.5
4,Case 4: TVCQR (dependent design),0.2,200,seq,0.092,0.053
4,Case 4: TVCQR (dependent design),0.2,500,seq,0.33,0.27
4,Case 4: TVCQR (dependent design),0.2,1000,seq,1.0,0.14
4,Case 4: TVCQR (dependent design),0.2,2000,seq,3.9,0.74
4,Case 4: TVCQR (dependent design),0.2,5000,seq,18.0,2.9
4,Case 4: TVCQR (dependent design),0.2,200,seq(ft),0.0045,0.025
4,Case 4: TVCQR (dependent design),0.2,500,seq(ft),0.18,0.41
4,Case 4: TVCQR (dependent design),0.2,1000,seq(ft),0.080,0.088
4,Case 4: TVCQR (dependent design),0.2,2000,seq(ft),0.76,0.19
4,Case 4: TVCQR (dependent design),0.2,5000,seq(ft),2.9,0.53
4,Case 4: TVCQR (dependent design),0.2,200,screen-seq(1),0.21,0.081
4,Case 4: TVCQR (dependent design),0.2,500,screen-seq(1),0.96,0.60
4,Case 4: TVCQR (dependent design),0.2,1000,screen-seq(1),5.3,3.2
4,Case 4: TVCQR (dependent design),0.2,2000,screen-seq(1),37.7,28.6
4,Case 4: TVCQR (dependent design),0.2,5000,screen-seq(1),618.2,287.1
4,Case 4: TVCQR (dependent design),0.2,200,screen-seq(2),0.18,0.094
4,Case 4: TVCQR (dependent design),0.2,500,screen-seq(2),0.52,0.35
