case_id,case_name,tau,n,method,mean,range
4,Case 4: TVCQR (dependent design),0.2,200,screen-seq(2),0.18,0.075
4,Case 4: TVCQR (dependent design),0.2,500,screen-seq(2),0.52,0.60
4,Case 4: TVCQR (dependent design),0.2,1000,screen-seq(2),1.4,1.4
4,Case 4: TVCQR (dependent design),0.2,2000,screen-seq(2),4.8,6.4
4,Case 4: TVCQR (dependent design),0.2,5000,screen-seq(2),30.5,33.8
4,Case 4: TVCQR (dependent design),0.2,200,screen-seq(1)(ft),0.021,0.0083
4,Case 4: TVCQR (dependent design),0.2,500,screen-seq(1)(ft),0.26,0.054
4,Case 4: TVCQR (dependent design),0.2,1000,screen-seq(1)(ft),1.9,0.60
4,Case 4: TVCQR (dependent design),0.2,2000,screen-seq(1)(ft),15.1,4.6
4,Case 4: TVCQR (dependent design),0.2,5000,screen-seq(1)(ft),243.4,68.7
4,Case 4: TVCQR (dependent design),0.2,200,screen-seq(2)(ft),0.021,0.0073
4,Case 4: TVCQR (dependent design),0.2,500,screen-seq(2)(ft),0.25,0.046
4,Case 4: TVCQR (dependent design),0.2,1000,screen-seq(2)(ft),1.8,0.58
4,Case 4: TVCQR (dependent design),0.2,2000,screen-seq(2)(ft),14.2,4.2
4,Case 4: TVCQR (dependent design),0.2,5000,screen-seq(2)(ft),231.8,59.7
4,Case 4: TVCQR (dependent design),0.5,200,rq,0.23,0.056
4,Case 4: TVCQR (dependent design),0.5,500,rq,0.81,0.36
4,Case 4: TVCQR (dependent design),0.5,1000,rq,2.9,0.83
4,Case 4: TVCQR (dependent design),0.5,2000,rq,10.3,6.1
4,Case 4: TVCQR (dependent design),0.5,5000,rq,69.0,8.2
4,Case 4: TVCQR (dependent design),0.5,200,seq,0.099,0.058
4,Case 4: TVCQR (dependent design),0.5,500,seq,0.34,0.32
4,Case 4: TVCQR (dependent design),0.5,1000,seq,1.2,0.72
4,Case 4: TVCQR (dependent design),0.5,2000,seq,4.0,1.9
4,Case 4: TVCQR (dependent design),0.5,5000,seq,20.1,5.6
4,Case 4: TVCQR (dependent design),0.5,200,seq(ft),0.0037,0.012
4,Case 4: TVCQR (dependent design),0.5,500,seq(ft),0.020,0.011
4,Case 4: TVCQR (dependent design),0.5,1000,seq(ft),0.081,0.045
4,Case 4: TVCQR (dependent design),0.5,2000,seq(ft),0.76,0.38
4,Case 4: TVCQR (dependent design),0.5,5000,seq(ft),3.1,1.4
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(1),0.19,0.089
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(1),0.87,1.3
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(1),5.0,3.9
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(1),34.1,31.8
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(1),673.6,949.8
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(2),0.19,0.12
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(2),0.58,0.69
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(2),1.6,1.5
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(2),5.8,7.1
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(2),37.6,43.9
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(1)(ft),0.022,0.023
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(1)(ft),0.27,0.076
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(1)(ft),2.0,0.66
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(1)(ft),15.5,4.2
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(1)(ft),255.9,71.8
4,Case 4: TVCQR (dependent design),0.5,200,screen-seq(2)(ft),0.021,0.0067
4,Case 4: TVCQR (dependent design),0.5,500,screen-seq(2)(ft),0.25,0.070
4,Case 4: TVCQR (dependent design),0.5,1000,screen-seq(2)(ft),1.9,0.62
4,Case 4: TVCQR (dependent design),0.5,2000,screen-seq(2)(ft),14.6,3.9
4,Case 4: TVCQR (dependent design),0.5,5000,screen-seq(2)(ft),243.8,70.4
4,Case 4: TVCQR (dependent design),0.8,200,rq,0.24,0.36
4,Case 4: TVCQR (dependent design),0.8,500,rq,0.82,0.31
4,Case 4: TVCQR (dependent design),0.8,1000,rq,2.9,0.86
4,Case 4: TVCQR (dependent design),0.8,2000,rq,9.1,3.0
4,Case 4: TVCQR (dependent design),0.8,5000,rq,71.7,67.9
4,Case 4: TVCQR (dependent design),0.8,200,seq,0.096,0.18
4,Case 4: TVCQR (dependent design),0.8,500,seq,0.32,0.31
4,Case 4: TVCQR (dependent design),0.8,1000,seq,1.1,0.56
4,Case 4: TVCQR (dependent design),0.8,2000,seq,3.3,1.3
4,Case 4: TVCQR (dependent design),0.8,5000,seq,20.3,23.6
4,Case 4: TVCQR (dependent design),0.8,200,seq(ft),0.0035,0.0029
4,Case 4: TVCQR (dependent design),0.8,500,seq(ft),0.019,0.0085
4,Case 4: TVCQR (dependent design),0.8,1000,seq(ft),0.077,0.019
4,Case 4: TVCQR (dependent design),0.8,2000,seq(ft),0.64,0.54
4,Case 4: TVCQR (dependent design),0.8,5000,seq(ft),3.2,3.6
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(1),0.18,0.067
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(1),0.87,0.87
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(1),4.9,4.0
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(1),21.0,29.9
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(1),778.5,2005.3
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(2),0.19,0.12
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(2),0.55,0.60
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(2),1.5,1.4
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(2),4.7,8.9
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(2),32.6,47.9
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(1)(ft),0.022,0.029
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(1)(ft),0.27,0.093
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(1)(ft),2.0,0.62
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(1)(ft),15.8,5.2
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(1)(ft),266.8,157.4
4,Case 4: TVCQR (dependent design),0.8,200,screen-seq(2)(ft),0.021,0.0090
4,Case 4: TVCQR (dependent design),0.8,500,screen-seq(2)(ft),0.26,0.090
4,Case 4: TVCQR (dependent design),0.8,1000,screen-seq(2)(ft),1.9,0.58
4,Case 4: TVCQR (dependent design),0.8,2000,screen-seq(2)(ft),15.1,5.0
4,Case 4: TVCQR (dependent design),0.8,5000,screen-seq(2)(ft),255.2,131.1
