"case","n","p","replication","method","total_iterations","mean_iterations","median_iterations","max_iterations","elapsed"
1,800,4,13,"seq_mst",125528,156.91,114.5,861,13.9580000000001
1,800,4,14,"cold",440392,550.49,547,1065,46.5259999999998
1,800,4,14,"seq_mst",129134,161.4175,112,924,14.4040000000002
1,800,4,15,"cold",446633,558.29125,546.5,1230,51.049
1,800,4,15,"seq_mst",122022,152.5275,109.5,905,13.6579999999999
1,800,4,16,"cold",454919,568.64875,555,1027,48.723
1,800,4,16,"seq_mst",121425,151.78125,116,849,12.982
1,800,4,17,"cold",422832,528.54,505,1051,45.22
1,800,4,17,"seq_mst",120547,150.68375,104,951,13.1690000000001
1,800,4,18,"cold",453243,566.55375,561,1181,47.925
1,800,4,18,"seq_mst",115606,144.5075,102.5,937,12.9659999999999
1,800,4,19,"cold",440907,551.13375,547,1015,52.471
1,800,4,19,"seq_mst",119241,149.05125,103,895,14.75
1,800,4,20,"cold",455160,568.95,556,1288,55.547
1,800,4,20,"seq_mst",126886,158.6075,110.5,1119,16.9639999999999
1,800,4,21,"cold",444242,555.3025,540,1048,55.7420000000002
1,800,4,21,"seq_mst",126280,157.85,114,960,14.077
1,800,4,22,"cold",453112,566.39,561,1030,53.751
1,800,4,22,"seq_mst",120816,151.02,106,799,14.7649999999999
1,800,4,23,"cold",429923,537.40375,526,1139,53.097
1,800,4,23,"seq_mst",123912,154.89,112,925,13.9160000000002
1,800,4,24,"cold",420626,525.7825,515,982,42.5390000000002
1,800,4,24,"seq_mst",122998,153.7475,107,916,12.098
1,800,4,25,"cold",419499,524.37375,515.5,1025,45.509
1,800,4,25,"seq_mst",128468,160.585,115,870,13.8489999999999
1,800,4,26,"cold",433961,542.45125,548,1025,57.315
1,800,4,26,"seq_mst",127680,159.6,111.5,921,17.8599999999999
1,800,4,27,"cold",467615,584.51875,594,1352,66.0719999999999
1,800,4,27,"seq_mst",126226,157.7825,115,863,18.885
1,800,4,28,"cold",458467,573.08375,555,1037,69.7270000000001
1,800,4,28,"seq_mst",123360,154.2,113,817,19.5600000000004
1,800,4,29,"cold",441736,552.17,551,1009,65.3919999999998
1,800,4,29,"seq_mst",121888,152.36,113,865,18.1680000000001
1,800,4,30,"cold",450346,562.9325,551,1034,76.9440000000004
1,800,4,30,"seq_mst",124519,155.64875,110,859,26.9700000000003
1,800,4,31,"cold",435820,544.775,540,989,82.6970000000001
1,800,4,31,"seq_mst",124631,155.78875,111.5,850,16.357
1,800,4,32,"cold",440850,551.0625,555,945,52.922
1,800,4,32,"seq_mst",126568,158.21,114,976,15.23
1,800,4,33,"cold",447693,559.61625,539,1155,50.0129999999999
1,800,4,33,"seq_mst",129924,162.405,115,811,15.431
1,800,4,34,"cold",439328,549.16,529,1041,52.482
1,800,4,34,"seq_mst",122871,153.58875,116,994,16.0059999999999
1,800,4,35,"cold",425579,531.97375,524.5,1005,50.422
1,800,4,35,"seq_mst",128677,160.84625,122,876,16.844
1,800,4,36,"cold",460133,575.16625,576.5,1070,50.663
1,800,4,36,"seq_mst",123133,153.91625,113,889,13.2389999999996
1,800,4,37,"cold",431312,539.14,525.5,998,45.9650000000001
1,800,4,37,"seq_mst",129360,161.7,116,882,13.8589999999999
1,800,4,38,"cold",430025,537.53125,529,1031,45.9749999999999
1,800,4,38,"seq_mst",127177,158.97125,118,919,13.4870000000001
1,800,4,39,"cold",469951,587.43875,588,1071,50.9610000000002
1,800,4,39,"seq_mst",126360,157.95,112,907,14.1669999999999
1,800,4,40,"cold",456086,570.1075,567,1120,46.0610000000001
1,800,4,40,"seq_mst",126945,158.68125,113,880,11.0729999999999
1,800,4,41,"cold",442158,552.6975,542.5,970,34.7830000000004
1,800,4,41,"seq_mst",129696,162.12,120.5,934,10.433
1,800,4,42,"cold",452861,566.07625,559,1178,355.662
1,800,4,42,"seq_mst",126052,157.565,115.5,897,12.0450000000001
1,800,4,43,"cold",435795,544.74375,532.5,1144,338.009
1,800,4,43,"seq_mst",127704,159.63,114,812,11.6170000000002
1,800,4,44,"cold",443298,554.1225,538,1156,39.0219999999999
1,800,4,44,"seq_mst",123127,153.90875,113,903,11.0720000000001
1,800,4,45,"cold",436796,545.995,539,1120,38.3110000000001
1,800,4,45,"seq_mst",118492,148.115,109,785,11.0509999999999
1,800,4,46,"cold",441559,551.94875,554,1047,39.2829999999999
1,800,4,46,"seq_mst",126548,158.185,105.5,927,312.466
1,800,4,47,"cold",443561,554.45125,544.5,1029,480.889
1,800,4,47,"seq_mst",124751,155.93875,112,905,13.0620000000008
1,800,4,48,"cold",434992,543.74,536,1043,40.393
1,800,4,48,"seq_mst",128162,160.2025,119,794,1040.511
1,800,4,49,"cold",455976,569.97,568,990,78.5709999999999
1,800,4,49,"seq_mst",125061,156.32625,101,927,11.6050000000005
1,800,4,50,"cold",430951,538.68875,527.5,1184,94.0190000000002
1,800,4,50,"seq_mst",124312,155.39,108,961,11.6899999999996
1,800,4,51,"cold",439408,549.26,534,1059,962.46
1,800,4,51,"seq_mst",129729,162.16125,120,917,16.0559999999996
1,800,4,52,"cold",442387,552.98375,547.5,1082,554.209
1,800,4,52,"seq_mst",127735,159.66875,116,872,11.6900000000005
1,800,4,53,"cold",428662,535.8275,527,1047,38.2979999999998
1,800,4,53,"seq_mst",123173,153.96625,112.5,858,10.9530000000004
1,800,4,54,"cold",452667,565.83375,559.5,1114,40.2969999999996
1,800,4,54,"seq_mst",127630,159.5375,108.5,932,11.5320000000002
1,800,4,55,"cold",424227,530.28375,518,1123,37.1000000000004
1,800,4,55,"seq_mst",124892,156.115,110,874,11.3650000000007
1,800,4,56,"cold",459106,573.8825,569,1143,40.4520000000002
1,800,4,56,"seq_mst",127129,158.91125,116,854,11.3999999999996
1,800,4,57,"cold",466310,582.8875,571,1304,41.5249999999996
1,800,4,57,"seq_mst",128643,160.80375,107.5,862,11.6369999999997
1,800,4,58,"cold",461324,576.655,575.5,1213,40.6379999999999
1,800,4,58,"seq_mst",121832,152.29,104.5,862,11.0720000000001
1,800,4,59,"cold",445169,556.46125,550,968,39.4579999999996
1,800,4,59,"seq_mst",125092,156.365,115.5,973,11.1950000000006
1,800,4,60,"cold",411398,514.2475,494,931,36.3879999999999
1,800,4,60,"seq_mst",125939,157.42375,115.5,862,11.5870000000004
1,800,4,61,"cold",463394,579.2425,561,1057,40.7160000000003
1,800,4,61,"seq_mst",125122,156.4025,106,924,11.2159999999994
1,800,4,62,"cold",422775,528.46875,519,995,37.5429999999997
1,800,4,62,"seq_mst",130201,162.75125,114,798,11.7039999999997
1,800,4,63,"cold",458707,573.38375,572,1275,40.3700000000008
1,800,4,63,"seq_mst",122153,152.69125,111.5,857,11.2290000000003
1,800,4,64,"cold",439815,549.76875,551,994,38.75
1,800,4,64,"seq_mst",120871,151.08875,111,935,11.0240000000003
1,800,4,65,"cold",444723,555.90375,537,1316,39.1330000000007
1,800,4,65,"seq_mst",129221,161.52625,114.5,912,11.933
1,800,4,66,"cold",450530,563.1625,549,1018,32.2390000000005
1,800,4,66,"seq_mst",126765,158.45625,114,1020,8.82700000000114
1,800,4,67,"cold",453582,566.9775,544.5,1475,33.5880000000016
1,800,4,67,"seq_mst",134316,167.895,127,908,12.0400000000009
1,800,4,68,"cold",430239,537.79875,520,1032,37.6730000000007
1,800,4,68,"seq_mst",128748,160.935,119,847,12.1219999999994
1,800,4,69,"cold",430076,537.595,524,1049,37.7819999999992
1,800,4,69,"seq_mst",123271,154.08875,104,981,11.1319999999996
1,800,4,70,"cold",425745,532.18125,515,1081,37.4590000000007
1,800,4,70,"seq_mst",121835,152.29375,112,950,10.9470000000001
1,800,4,71,"cold",448196,560.245,537,1125,39.9649999999983
1,800,4,71,"seq_mst",125864,157.33,115,873,11.5960000000014
1,800,4,72,"cold",447042,558.8025,551.5,1026,39.4110000000001
1,800,4,72,"seq_mst",127276,159.095,103,856,11.4300000000003
1,800,4,73,"cold",457182,571.4775,564.5,1086,40.1929999999993
1,800,4,73,"seq_mst",126001,157.50125,115.5,896,11.2440000000006
1,800,4,74,"cold",436059,545.07375,528.5,978,38.0789999999997
1,800,4,74,"seq_mst",121959,152.44875,110.5,880,11.2669999999998
1,800,4,75,"cold",412235,515.29375,494,1173,36.3719999999994
1,800,4,75,"seq_mst",125935,157.41875,109,882,11.4229999999989
1,800,4,76,"cold",442254,552.8175,558,1025,30.4549999999999
1,800,4,76,"seq_mst",123113,153.89125,117,869,8.375
1,800,4,77,"cold",466804,583.505,583.5,1167,32.4480000000003
1,800,4,77,"seq_mst",128458,160.5725,113,937,11.9079999999994
1,800,4,78,"cold",446057,557.57125,545.5,1280,39.3160000000007
1,800,4,78,"seq_mst",121757,152.19625,110,972,11.4700000000012
1,800,4,79,"cold",429863,537.32875,525.5,1057,38.1400000000012
1,800,4,79,"seq_mst",121082,151.3525,107,848,10.8430000000008
1,800,4,80,"cold",439150,548.9375,530,1041,38.8850000000002
1,800,4,80,"seq_mst",123480,154.35,117,937,11.2780000000002
1,800,4,81,"cold",426240,532.8,511,1117,37.380000000001
1,800,4,81,"seq_mst",131251,164.06375,118,909,11.6769999999997
1,800,4,82,"cold",452184,565.23,561,992,40.1729999999989
1,800,4,82,"seq_mst",127657,159.57125,116,891,11.3760000000002
1,800,4,83,"cold",439776,549.72,540,1071,38.8469999999998
1,800,4,83,"seq_mst",122507,153.13375,109,938,11.3589999999986
1,800,4,84,"cold",428732,535.915,522,1068,37.1909999999989
1,800,4,84,"seq_mst",126510,158.1375,114,910,9.5580000000009
1,800,4,85,"cold",424142,530.1775,524,1232,35.1710000000003
1,800,4,85,"seq_mst",122480,153.1,106,903,11.357
1,800,4,86,"cold",423801,529.75125,525,1314,37.4920000000002
1,800,4,86,"seq_mst",123889,154.86125,123,915,11.1319999999996
1,800,4,87,"cold",450499,563.12375,555.5,1104,39.0899999999983
1,800,4,87,"seq_mst",122092,152.615,110,784,8.84100000000035
1,800,4,88,"cold",474613,593.26625,584,1154,32.0889999999999
1,800,4,88,"seq_mst",124461,155.57625,108,938,8.66399999999885
1,800,4,89,"cold",424757,530.94625,518.5,1048,29.143
1,800,4,89,"seq_mst",127458,159.3225,117,864,7.64900000000125
1,800,4,90,"cold",430153,537.69125,531,1004,25.1359999999986
1,800,4,90,"seq_mst",124186,155.2325,111.5,838,7.47200000000157
1,800,4,91,"cold",448846,561.0575,559,1087,26.357
1,800,4,91,"seq_mst",122142,152.6775,112,807,7.34000000000015
1,800,4,92,"cold",441586,551.9825,541,1207,25.7909999999993
1,800,4,92,"seq_mst",130196,162.745,121.5,806,7.81100000000151
1,800,4,93,"cold",456232,570.29,559,1028,26.6689999999999
1,800,4,93,"seq_mst",128305,160.38125,107,914,7.70200000000114
1,800,4,94,"cold",448400,560.5,554.5,1072,26.1800000000003
1,800,4,94,"seq_mst",128040,160.05,115.5,843,7.69800000000032
1,800,4,95,"cold",428336,535.42,525,990,25.0190000000002
1,800,4,95,"seq_mst",119974,149.9675,111,851,7.22499999999854
1,800,4,96,"cold",432626,540.7825,524.5,1021,25.1740000000009
1,800,4,96,"seq_mst",124213,155.26625,115,918,7.41899999999987
1,800,4,97,"cold",448011,560.01375,557,1170,26.0769999999993
1,800,4,97,"seq_mst",120918,151.1475,111,765,7.21999999999935
1,800,4,98,"cold",455956,569.945,555.5,980,26.5460000000003
1,800,4,98,"seq_mst",123753,154.69125,110,851,7.39899999999943
1,800,4,99,"cold",434760,543.45,525,959,25.3079999999991
1,800,4,99,"seq_mst",123851,154.81375,113,815,7.42900000000009
1,800,4,100,"cold",445241,556.55125,548,1023,26.009
1,800,4,100,"seq_mst",124475,155.59375,108.5,844,7.46700000000055
2,300,4,1,"cold",51367,171.223333333333,158.5,360,10.32
2,300,4,1,"seq_mst",15699,52.33,39,399,3.156
2,300,4,2,"cold",46958,156.526666666667,147.5,380,8.134
2,300,4,2,"seq_mst",15184,50.6133333333333,41,295,2.483
2,300,4,3,"cold",51504,171.68,163.5,376,9.559
2,300,4,3,"seq_mst",15637,52.1233333333333,42,299,2.734
2,300,4,4,"cold",46368,154.56,145,357,9.902
2,300,4,4,"seq_mst",15457,51.5233333333333,40.5,254,2.995
2,300,4,5,"cold",50712,169.04,160.5,375,9.228
2,300,4,5,"seq_mst",15794,52.6466666666667,44.5,252,3.12
2,300,4,6,"cold",51363,171.21,163.5,334,9.519
2,300,4,6,"seq_mst",16286,54.2866666666667,44.5,281,2.952
2,300,4,7,"cold",50253,167.51,147,371,9.176
2,300,4,7,"seq_mst",15256,50.8533333333333,40.5,267,4.705
2,300,4,8,"cold",44426,148.086666666667,139.5,342,9.28999999999999
2,300,4,8,"seq_mst",14465,48.2166666666667,41,203,2.979
2,300,4,9,"cold",47537,158.456666666667,150,378,11.152
2,300,4,9,"seq_mst",15867,52.89,40,275,3.06700000000001
2,300,4,10,"cold",50125,167.083333333333,155,392,10.599
2,300,4,10,"seq_mst",16658,55.5266666666667,40,281,3.97
2,300,4,11,"cold",46967,156.556666666667,148,316,9.96000000000001
2,300,4,11,"seq_mst",16385,54.6166666666667,40,336,4.297
2,300,4,12,"cold",53992,179.973333333333,172,416,10.539
2,300,4,12,"seq_mst",14919,49.73,36.5,271,3.15800000000002
2,300,4,13,"cold",49122,163.74,149,370,8.941
2,300,4,13,"seq_mst",15414,51.38,41,298,4.03999999999999
2,300,4,14,"cold",51923,173.076666666667,158,398,11.867
2,300,4,14,"seq_mst",15883,52.9433333333333,38.5,342,2.90000000000001
2,300,4,15,"cold",45203,150.676666666667,143.5,350,9.482
2,300,4,15,"seq_mst",14722,49.0733333333333,37,436,2.958
2,300,4,16,"cold",50459,168.196666666667,155,386,11.007
2,300,4,16,"seq_mst",15956,53.1866666666667,42,286,3.41200000000001
2,300,4,17,"cold",48435,161.45,154,342,9.286
2,300,4,17,"seq_mst",17525,58.4166666666667,46,344,3.506
2,300,4,18,"cold",44972,149.906666666667,140.5,330,9.65300000000002
2,300,4,18,"seq_mst",14829,49.43,36.5,266,3.13400000000001
2,300,4,19,"cold",42562,141.873333333333,133.5,306,10.954
2,300,4,19,"seq_mst",14326,47.7533333333333,38,278,3.99500000000003
2,300,4,20,"cold",49276,164.253333333333,151.5,371,18.442
2,300,4,20,"seq_mst",14457,48.19,38,247,3.32299999999998
2,300,4,21,"cold",48598,161.993333333333,150,299,9.57800000000003
2,300,4,21,"seq_mst",15617,52.0566666666667,39,268,2.67599999999999
2,300,4,22,"cold",51855,172.85,164,388,12.789
2,300,4,22,"seq_mst",15964,53.2133333333333,39,306,2.65899999999999
2,300,4,23,"cold",48915,163.05,153,391,5.90299999999996
2,300,4,23,"seq_mst",16145,53.8166666666667,45,276,2.00799999999998
2,300,4,24,"cold",47198,157.326666666667,148,367,5.81900000000002
2,300,4,24,"seq_mst",16518,55.06,45,292,1.92399999999998
2,300,4,25,"cold",47187,157.29,136,449,13.41
2,300,4,25,"seq_mst",15588,51.96,37,318,1.93599999999998
2,300,4,26,"cold",52524,175.08,166,374,6.86200000000002
2,300,4,26,"seq_mst",16224,54.08,39,269,5.38
2,300,4,27,"cold",53850,179.5,164,564,5.52499999999998
2,300,4,27,"seq_mst",16269,54.23,42,295,1.80599999999998
2,300,4,28,"cold",48385,161.283333333333,156.5,389,5.22199999999998
2,300,4,28,"seq_mst",14611,48.7033333333333,36,272,1.459
2,300,4,29,"cold",45453,151.51,149,321,5.04699999999997
2,300,4,29,"seq_mst",14930,49.7666666666667,41,289,1.79899999999998
2,300,4,30,"cold",41907,139.69,123.5,338,4.30000000000001
2,300,4,30,"seq_mst",13458,44.86,36,284,1.67499999999995
2,300,4,31,"cold",47165,157.216666666667,154,322,9.62799999999999
2,300,4,31,"seq_mst",14740,49.1333333333333,40,244,3.839
2,300,4,32,"cold",47305,157.683333333333,153,297,7.28699999999998
2,300,4,32,"seq_mst",16360,54.5333333333333,40,339,5.58999999999997
2,300,4,33,"cold",47414,158.046666666667,150.5,353,15.165
2,300,4,33,"seq_mst",15149,50.4966666666667,40.5,276,3.37099999999998
2,300,4,34,"cold",49582,165.273333333333,159,331,13.88
2,300,4,34,"seq_mst",16397,54.6566666666667,46,249,3.31899999999996
2,300,4,35,"cold",54309,181.03,177.5,383,10.215
2,300,4,35,"seq_mst",15450,51.5,40,221,2.88300000000004
2,300,4,36,"cold",50491,168.303333333333,165,362,12.116
2,300,4,36,"seq_mst",16775,55.9166666666667,43,269,3.13800000000003
2,300,4,37,"cold",45334,151.113333333333,142,404,8.52200000000005
2,300,4,37,"seq_mst",15507,51.69,37,326,3.09899999999999
2,300,4,38,"cold",48545,161.816666666667,149,396,8.12099999999998
2,300,4,38,"seq_mst",16030,53.4333333333333,43,262,3.15699999999998
2,300,4,39,"cold",48981,163.27,158,432,7.86000000000001
2,300,4,39,"seq_mst",15485,51.6166666666667,40.5,388,3.12100000000004
2,300,4,40,"cold",52735,175.783333333333,167,436,3.467
2,300,4,40,"seq_mst",17397,57.99,41.5,304,0.997
2,300,4,41,"cold",44905,149.683333333333,146.5,299,2.886
2,300,4,41,"seq_mst",14603,48.6766666666667,37,260,0.852
2,300,4,42,"cold",46585,155.283333333333,150,329,2.479
2,300,4,42,"seq_mst",14764,49.2133333333333,35.5,319,1.019
2,300,4,43,"cold",50349,167.83,157,346,2.864
2,300,4,43,"seq_mst",16930,56.4333333333333,42,315,0.910000000000002
2,300,4,44,"cold",47088,156.96,145,386,2.871
2,300,4,44,"seq_mst",14927,49.7566666666667,36,302,0.906000000000002
2,300,4,45,"cold",50316,167.72,156,373,2.698
2,300,4,45,"seq_mst",15430,51.4333333333333,39,229,0.946000000000002
2,300,4,46,"cold",48970,163.233333333333,156,394,2.862
2,300,4,46,"seq_mst",13987,46.6233333333333,31,330,0.821000000000002
2,300,4,47,"cold",47126,157.086666666667,152.5,368,2.82
2,300,4,47,"seq_mst",16204,54.0133333333333,38.5,262,0.913999999999998
2,300,4,48,"cold",52957,176.523333333333,173,385,3.083
2,300,4,48,"seq_mst",15716,52.3866666666667,38,371,0.877000000000002
2,300,4,49,"cold",45985,153.283333333333,150,404,2.456
2,300,4,49,"seq_mst",14003,46.6766666666667,36,214,0.951
2,300,4,50,"cold",49779,165.93,144.5,464,2.806
2,300,4,50,"seq_mst",14300,47.6666666666667,40,229,0.756
2,300,4,51,"cold",45335,151.116666666667,139,324,2.556
2,300,4,51,"seq_mst",15034,50.1133333333333,40,268,0.967999999999996
2,300,4,52,"cold",45583,151.943333333333,145.5,280,2.518
2,300,4,52,"seq_mst",14470,48.2333333333333,39,238,0.820999999999998
2,300,4,53,"cold",46870,156.233333333333,145,347,2.642
2,300,4,53,"seq_mst",15450,51.5,44,263,0.978000000000002
2,300,4,54,"cold",42085,140.283333333333,132,345,2.262
2,300,4,54,"seq_mst",12509,41.6966666666667,33,255,0.759
2,300,4,55,"cold",47412,158.04,150,350,2.669
2,300,4,55,"seq_mst",15566,51.8866666666667,42,337,0.984000000000002
2,300,4,56,"cold",48595,161.983333333333,149,364,2.594
2,300,4,56,"seq_mst",16127,53.7566666666667,40,355,0.999000000000002
2,300,4,57,"cold",50111,167.036666666667,158,380,3.098
2,300,4,57,"seq_mst",16579,55.2633333333333,45,324,1.039
2,300,4,58,"cold",48781,162.603333333333,151,389,2.541
2,300,4,58,"seq_mst",14568,48.56,36,272,0.939999999999998
2,300,4,59,"cold",45625,152.083333333333,137,360,2.661
2,300,4,59,"seq_mst",15598,51.9933333333333,37,291,0.818000000000012
2,300,4,60,"cold",46216,154.053333333333,142,354,2.492
2,300,4,60,"seq_mst",14622,48.74,34,390,0.984000000000009
2,300,4,61,"cold",46811,156.036666666667,147,378,2.637
2,300,4,61,"seq_mst",15697,52.3233333333333,40,230,0.847999999999999
2,300,4,62,"cold",49244,164.146666666667,140.5,406,2.824
2,300,4,62,"seq_mst",12759,42.53,33,189,0.84899999999999
2,300,4,63,"cold",49056,163.52,155,361,2.635
2,300,4,63,"seq_mst",16232,54.1066666666667,40,258,0.980000000000004
2,300,4,64,"cold",45301,151.003333333333,139.5,341,2.605
2,300,4,64,"seq_mst",13858,46.1933333333333,36,233,0.840000000000003
2,300,4,65,"cold",48788,162.626666666667,157,357,2.628
2,300,4,65,"seq_mst",15311,51.0366666666667,41,273,0.875
2,300,4,66,"cold",49474,164.913333333333,157,371,2.884
2,300,4,66,"seq_mst",15575,51.9166666666667,36,238,0.959000000000003
2,300,4,67,"cold",51700,172.333333333333,163.5,416,2.685
2,300,4,67,"seq_mst",15979,53.2633333333333,40,290,0.98899999999999
2,300,4,68,"cold",48840,162.8,155,375,2.923
2,300,4,68,"seq_mst",14466,48.22,37,256,0.771000000000001
2,300,4,69,"cold",44565,148.55,139,359,2.425
2,300,4,69,"seq_mst",15213,50.71,40.5,338,1.027
2,300,4,70,"cold",48516,161.72,153,337,2.71000000000001
2,300,4,70,"seq_mst",15113,50.3766666666667,41,256,0.828000000000003
2,300,4,71,"cold",50502,168.34,164,400,2.84100000000001
2,300,4,71,"seq_mst",15368,51.2266666666667,37,290,0.977000000000004
2,300,4,72,"cold",51636,172.12,168,388,2.771
2,300,4,72,"seq_mst",16265,54.2166666666667,45,250,1.011
2,300,4,73,"cold",47793,159.31,155,295,2.44199999999999
2,300,4,73,"seq_mst",14663,48.8766666666667,38,237,0.677999999999997
2,300,4,74,"cold",48711,162.37,150,333,1.98099999999999
2,300,4,74,"seq_mst",13617,45.39,35.5,228,0.612999999999985
2,300,4,75,"cold",49892,166.306666666667,152,358,2.11100000000002
2,300,4,75,"seq_mst",16466,54.8866666666667,41,281,0.780000000000001
2,300,4,76,"cold",49886,166.286666666667,157,456,2.17600000000002
2,300,4,76,"seq_mst",17346,57.82,45,333,0.699000000000012
2,300,4,77,"cold",53689,178.963333333333,174,370,2.22800000000001
2,300,4,77,"seq_mst",15306,51.02,39,276,0.731999999999999
2,300,4,78,"cold",46883,156.276666666667,151.5,333,2.05099999999999
2,300,4,78,"seq_mst",15408,51.36,43,295,0.686000000000007
2,300,4,79,"cold",49031,163.436666666667,152.5,363,1.971
2,300,4,79,"seq_mst",16353,54.51,42.5,333,0.681999999999988
2,300,4,80,"cold",53608,178.693333333333,166,397,2.40900000000002
2,300,4,80,"seq_mst",16650,55.5,40,337,0.757000000000005
2,300,4,81,"cold",50028,166.76,156,367,1.99700000000001
2,300,4,81,"seq_mst",15961,53.2033333333333,42,246,0.740999999999985
2,300,4,82,"cold",48532,161.773333333333,150,337,2.096
2,300,4,82,"seq_mst",15165,50.55,38,323,0.712999999999994
2,300,4,83,"cold",44527,148.423333333333,139,367,1.87899999999999
2,300,4,83,"seq_mst",14680,48.9333333333333,36,282,0.582999999999998
2,300,4,84,"cold",44658,148.86,145,334,1.852
2,300,4,84,"seq_mst",16353,54.51,40.5,281,0.801999999999992
2,300,4,85,"cold",52652,175.506666666667,162,367,2.315
2,300,4,85,"seq_mst",15561,51.87,39,297,0.691000000000003
2,300,4,86,"cold",47466,158.22,150,309,1.90100000000001
2,300,4,86,"seq_mst",15207,50.69,38.5,249,0.62299999999999
2,300,4,87,"cold",47930,159.766666666667,143,367,2.143
2,300,4,87,"seq_mst",15602,52.0066666666667,42,266,0.781000000000006
2,300,4,88,"cold",52818,176.06,169.5,330,2.12300000000002
2,300,4,88,"seq_mst",16747,55.8233333333333,39,393,0.739000000000004
2,300,4,89,"cold",48413,161.376666666667,154.5,369,2.059
2,300,4,89,"seq_mst",13454,44.8466666666667,33,306,0.677999999999997
2,300,4,90,"cold",47631,158.77,152,322,2.09799999999998
2,300,4,90,"seq_mst",14892,49.64,40,244,0.614000000000004
2,300,4,91,"cold",53259,177.53,170.5,325,2.21600000000001
2,300,4,91,"seq_mst",15776,52.5866666666667,40.5,266,0.805000000000007
2,300,4,92,"cold",45154,150.513333333333,139,365,2.00300000000001
2,300,4,92,"seq_mst",14669,48.8966666666667,38,239,0.640000000000015
2,300,4,93,"cold",46810,156.033333333333,151,325,1.97699999999998
2,300,4,93,"seq_mst",15501,51.67,38,306,0.636000000000024
2,300,4,94,"cold",45952,153.173333333333,134,377,2.27999999999997
2,300,4,94,"seq_mst",14543,48.4766666666667,37,283,0.66500000000002
2,300,4,95,"cold",51952,173.173333333333,168.5,343,2.10399999999998
2,300,4,95,"seq_mst",15796,52.6533333333333,42,268,0.739000000000004
2,300,4,96,"cold",49944,166.48,158.5,361,2.18600000000001
2,300,4,96,"seq_mst",15326,51.0866666666667,37,258,0.942000000000007
2,300,4,97,"cold",50064,166.88,157.5,448,2.01700000000002
2,300,4,97,"seq_mst",16277,54.2566666666667,39,368,0.73599999999999
2,300,4,98,"cold",48748,162.493333333333,149.5,415,2.01900000000001
2,300,4,98,"seq_mst",15739,52.4633333333333,40,318,0.770999999999987
2,300,4,99,"cold",47319,157.73,146.5,351,2.06400000000002
2,300,4,99,"seq_mst",13308,44.36,36,212,0.558999999999997
2,300,4,100,"cold",50852,169.506666666667,153,432,2.03900000000002
2,300,4,100,"seq_mst",15157,50.5233333333333,35,316,0.676999999999992
2,500,4,1,"cold",130933,261.866,246,640,30.189
2,500,4,1,"seq_mst",34775,69.55,56.5,442,8.531
2,500,4,2,"cold",132066,264.132,239.5,588,31.751
2,500,4,2,"seq_mst",33184,66.368,54.5,403,8.43499999999999
2,500,4,3,"cold",138325,276.65,245,689,38.402
2,500,4,3,"seq_mst",39175,78.35,58,488,10.784
2,500,4,4,"cold",129512,259.024,247,624,33.565
2,500,4,4,"seq_mst",36234,72.468,56,472,10.446
2,500,4,5,"cold",129618,259.236,238.5,585,35.067
2,500,4,5,"seq_mst",37281,74.562,58,457,10.368
2,500,4,6,"cold",146082,292.164,271,703,40.605
2,500,4,6,"seq_mst",38036,76.072,59,427,18.59
2,500,4,7,"cold",118688,237.376,217,644,31.314
2,500,4,7,"seq_mst",36909,73.818,56,414,5.07600000000002
2,500,4,8,"cold",142725,285.45,273,755,28.486
2,500,4,8,"seq_mst",39338,78.676,59,513,9.26999999999998
2,500,4,9,"cold",133262,266.524,253,596,17.815
2,500,4,9,"seq_mst",35161,70.322,55.5,496,4.971
2,500,4,10,"cold",131430,262.86,246.5,631,30.041
2,500,4,10,"seq_mst",38876,77.752,58,527,15.984
2,500,4,11,"cold",137800,275.6,269,590,36.401
2,500,4,11,"seq_mst",37799,75.598,56,607,11.994
2,500,4,12,"cold",132655,265.31,242,644,20.952
2,500,4,12,"seq_mst",39392,78.784,58.5,503,6.207
2,500,4,13,"cold",134285,268.57,266.5,592,19.965
2,500,4,13,"seq_mst",37986,75.972,56,564,7.563
2,500,4,14,"cold",123431,246.862,230,561,20.382
2,500,4,14,"seq_mst",35619,71.238,56.5,513,5.74
2,500,4,15,"cold",144479,288.958,273,704,22.931
2,500,4,15,"seq_mst",36010,72.02,53,484,5.73400000000001
2,500,4,16,"cold",128391,256.782,253,545,19.63
2,500,4,16,"seq_mst",34833,69.666,50,457,6.18799999999999
2,500,4,17,"cold",126386,252.772,239,637,9.455
2,500,4,17,"seq_mst",39837,79.674,57,550,2.906
2,500,4,18,"cold",133737,267.474,250,561,9.179
2,500,4,18,"seq_mst",39152,78.304,61,555,2.828
2,500,4,19,"cold",126859,253.718,240,648,8.683
2,500,4,19,"seq_mst",35549,71.098,52.5,542,2.743
2,500,4,20,"cold",125121,250.242,227.5,663,8.534
2,500,4,20,"seq_mst",39924,79.848,62,521,2.917
2,500,4,21,"cold",133638,267.276,261.5,644,9.237
2,500,4,21,"seq_mst",40354,80.708,55.5,454,2.841
2,500,4,22,"cold",122613,245.226,224.5,733,9.018
2,500,4,22,"seq_mst",36319,72.638,53.5,529,2.639
2,500,4,23,"cold",129662,259.324,232.5,710,9.016
2,500,4,23,"seq_mst",32855,65.71,50,444,2.526
2,500,4,24,"cold",135799,271.598,264.5,522,9.19499999999999
