"case","n","p","replication","seed","h_summary","mst_max_abs_diff","mst_mean_edge_weight","mst_max_edge_weight"
2,500,4,59,20960504,"0.627,0.6324,0.6276,0.6093",2.17825757431456e-13,0.864407064982291,2.46909490929211
2,500,4,60,20960505,"0.6508,0.6285,0.6428,0.6602",1.58983937126322e-13,0.839105366941372,2.87563122939386
2,500,4,61,20960506,"0.6254,0.6502,0.6263,0.6359",3.74811293113453e-13,0.860005390587373,3.51657667073693
2,500,4,62,20960507,"0.6319,0.6643,0.6715,0.6144",3.82804898890754e-13,0.834494114853338,3.6641538086874
2,500,4,63,20960508,"0.6472,0.599,0.6251,0.654",5.55111512312578e-13,0.852853101731885,3.30297976463181
2,500,4,64,20960509,"0.6683,0.6659,0.6416,0.6415",3.17967874252645e-13,0.852342061459258,4.67076813686497
2,500,4,65,20960510,"0.6704,0.6519,0.6645,0.6922",9.9298347322474e-13,0.852390131184084,2.41975357433523
2,500,4,66,20960511,"0.6247,0.6369,0.6394,0.63",1.12088116566156e-12,0.836100519536246,2.2914674702021
2,500,4,67,20960512,"0.5875,0.5963,0.6528,0.6513",1.80744308408975e-13,0.861472836354441,3.77741544359503
2,500,4,68,20960513,"0.6542,0.6365,0.6445,0.6457",6.19948536950687e-13,0.833509779951618,2.90366282338232
2,500,4,69,20960514,"0.626,0.6223,0.6256,0.6221",5.36459765498876e-13,0.877125180286179,3.17793385116201
2,500,4,70,20960515,"0.6334,0.6689,0.6244,0.638",5.16031661845773e-13,0.853414651399911,2.7437468051833
2,500,4,71,20960516,"0.5974,0.5974,0.6151,0.5945",1.46549439250521e-13,0.85819798943632,2.63261206482936
2,500,4,72,20960517,"0.6138,0.6296,0.6132,0.6322",8.61533067109121e-13,0.860687986636057,2.7026351207345
2,500,4,73,20960518,"0.6396,0.6084,0.6216,0.6068",3.67705865755852e-13,0.858965394696103,2.55070855639011
2,500,4,74,20960519,"0.6314,0.6217,0.6497,0.6201",3.68594044175552e-13,0.852914186151238,2.65495272382202
2,500,4,75,20960520,"0.6109,0.626,0.6394,0.5953",7.43405337289005e-13,0.859811608676854,2.41084906620645
2,500,4,76,20960521,"0.6345,0.6275,0.6085,0.6183",7.01660951563099e-13,0.860445278355743,2.80703371404719
2,500,4,77,20960522,"0.6705,0.6305,0.655,0.6303",1.99618099827603e-13,0.852363128696393,2.7957066205049
2,500,4,78,20960523,"0.6102,0.6266,0.6381,0.5951",5.00932628710871e-13,0.867753360893807,3.63414025440562
2,500,4,79,20960524,"0.6516,0.6223,0.5841,0.6073",1.11377573830396e-12,0.884153008011952,2.68240534446258
2,500,4,80,20960525,"0.6216,0.6124,0.6336,0.6352",2.47801779096335e-13,0.853444889636326,2.63398788760624
2,500,4,81,20960526,"0.6137,0.6021,0.655,0.6383",6.27942142727989e-13,0.880375170251258,3.66490331456802
2,500,4,82,20960527,"0.6161,0.6403,0.6366,0.65",2.63788990650937e-13,0.845518412779335,2.68292189361881
2,500,4,83,20960528,"0.6226,0.6518,0.6569,0.6374",3.01270119962282e-12,0.86041318646439,2.61623687107159
2,500,4,84,20960529,"0.5954,0.6292,0.6189,0.6334",7.86926079854311e-13,0.854348201225025,2.62872131240901
2,500,4,85,20960530,"0.6282,0.6019,0.6074,0.6483",1.29674049276218e-13,0.875296758288243,2.97541634097242
2,500,4,86,20960531,"0.6047,0.6266,0.6346,0.6414",9.67226299053436e-13,0.854615911247652,2.95896322000698
2,500,4,87,20960532,"0.61,0.6279,0.5897,0.6089",3.10862446895044e-13,0.858720823291838,2.68882049880359
2,500,4,88,20960533,"0.6181,0.5924,0.5861,0.6401",1.48325796089921e-13,0.858051644397427,2.68443651984229
2,500,4,89,20960534,"0.6313,0.6209,0.6231,0.6413",1.11688436277291e-13,0.875571078381972,3.83080211472279
2,500,4,90,20960535,"0.6095,0.613,0.6418,0.6389",4.73399097700167e-13,0.845578386157192,3.36169185225793
2,500,4,91,20960536,"0.6158,0.6521,0.6258,0.5601",2.34479102800833e-13,0.899259899913048,2.84553286629372
2,500,4,92,20960537,"0.6352,0.6212,0.5954,0.6103",4.36095604072761e-13,0.86513804630553,2.26444749132338
2,500,4,93,20960538,"0.6268,0.5898,0.6204,0.6254",1.96287430753728e-13,0.877855211182829,4.31318278797885
2,500,4,94,20960539,"0.6111,0.6248,0.6011,0.633",3.62376795237651e-13,0.87418917470436,2.78600459512741
2,500,4,95,20960540,"0.6574,0.6292,0.6099,0.6233",6.15507644852187e-13,0.859165136833955,2.6117409837055
2,500,4,96,20960541,"0.623,0.6427,0.6353,0.5831",3.35731442646647e-13,0.863124967097638,4.20895588530408
2,500,4,97,20960542,"0.6333,0.5758,0.6093,0.6147",2.44693154627385e-13,0.876852140637517,3.1161635567744
2,500,4,98,20960543,"0.6302,0.6484,0.6561,0.6603",1.95399252334028e-13,0.850764831852333,3.04498155123001
2,500,4,99,20960544,"0.6538,0.6105,0.6391,0.6271",3.33288951992472e-13,0.850770810537945,2.25542718546003
2,500,4,100,20960545,"0.6121,0.6238,0.6651,0.6279",4.76063632959267e-13,0.863561296927329,3.18726750684056
2,800,4,1,21260446,"0.5781,0.5702,0.5902,0.6085",4.58300064565265e-13,0.822567773588903,3.15415809356163
2,800,4,2,21260447,"0.5757,0.56,0.584,0.5794",3.41948691584548e-13,0.832893456433527,2.5381264661705
2,800,4,3,21260448,"0.6097,0.5929,0.6029,0.5923",9.69224700497762e-13,0.817201512958811,2.35323811903571
2,800,4,4,21260449,"0.6012,0.5894,0.6078,0.6101",4.2188474935756e-13,0.794647700043582,3.79535308987764
2,800,4,5,21260450,"0.5764,0.6059,0.5872,0.5881",1.17772458452237e-12,0.826407331077558,3.92189974557625
2,800,4,6,21260451,"0.5975,0.6062,0.5994,0.5942",4.06785716222657e-13,0.800630434216176,3.51512550855266
2,800,4,7,21260452,"0.6005,0.588,0.5615,0.5733",7.15871806278301e-13,0.81308826752193,2.99203871441656
2,800,4,8,21260453,"0.5911,0.5891,0.6158,0.6038",5.40900657597376e-13,0.812681514424116,2.72891013216243
2,800,4,9,21260454,"0.5742,0.5872,0.5927,0.5938",1.86517468137026e-13,0.814170510736594,3.50999321206181
2,800,4,10,21260455,"0.5945,0.5886,0.6049,0.5726",7.64721619361808e-13,0.81365230893554,2.60751912667901
2,800,4,11,21260456,"0.5944,0.6058,0.5963,0.6106",2.88657986402541e-13,0.81710455185333,2.41322312058394
2,800,4,12,21260457,"0.5986,0.5647,0.573,0.5887",6.00408611717285e-13,0.811600654710706,3.17874416464162
2,800,4,13,21260458,"0.5948,0.5785,0.5928,0.5977",5.6843418860808e-13,0.813468077659048,2.78739641735129
2,800,4,14,21260459,"0.5893,0.6049,0.6192,0.6032",3.26849658449646e-13,0.799106360859795,3.25609858206006
2,800,4,15,21260460,"0.5599,0.5989,0.5855,0.5957",2.87769807982841e-13,0.823801546866273,3.0375105763959
2,800,4,16,21260461,"0.5644,0.5885,0.6085,0.5759",7.67386154620908e-13,0.79740533645893,2.49611854179473
2,800,4,17,21260462,"0.5917,0.5855,0.6018,0.5837",3.70370401014952e-13,0.808920404138954,3.37417953104302
2,800,4,18,21260463,"0.5937,0.624,0.6116,0.6201",8.07354183507414e-13,0.793485559246935,3.06804721826084
2,800,4,19,21260464,"0.6079,0.6043,0.6026,0.5891",4.38760139331862e-13,0.819667775000187,3.68264092558457
2,800,4,20,21260465,"0.5892,0.5959,0.6043,0.6156",5.6843418860808e-13,0.812782520320082,2.92503973021958
2,800,4,21,21260466,"0.5702,0.5616,0.5948,0.6047",1.93622895494627e-12,0.815896893015061,3.141739711528
2,800,4,22,21260467,"0.5953,0.5971,0.5785,0.5986",8.30269186735677e-12,0.816536434218169,3.01797311949419
2,800,4,23,21260468,"0.5793,0.5955,0.587,0.6006",4.18332035678759e-13,0.820638788435121,3.13673753556605
2,800,4,24,21260469,"0.5984,0.5898,0.5774,0.6009",6.94777568810423e-13,0.814183932702792,2.76560898281367
2,800,4,25,21260470,"0.592,0.5883,0.576,0.5766",3.26849658449646e-13,0.82101903415864,4.7371731640054
2,800,4,26,21260471,"0.598,0.5741,0.5646,0.5885",5.54223333892878e-13,0.820790830071192,2.9072479860181
2,800,4,27,21260472,"0.583,0.5867,0.5942,0.6126",1.13686837721616e-12,0.822004162730654,3.19957805653955
2,800,4,28,21260473,"0.5942,0.5865,0.5875,0.5949",3.80140363631654e-13,0.796705844876709,2.82497006892516
2,800,4,29,21260474,"0.5824,0.5737,0.629,0.5908",8.02913291408913e-13,0.810886622870029,2.5833142457629
2,800,4,30,21260475,"0.5723,0.5946,0.5984,0.6091",3.71258579434652e-13,0.823617244247689,2.84987246984362
2,800,4,31,21260476,"0.5663,0.56,0.5968,0.5913",4.36983782492462e-13,0.820176553697953,3.01572817606646
2,800,4,32,21260477,"0.594,0.5944,0.583,0.5868",4.08562073062058e-13,0.813407421670941,3.29609110720979
2,800,4,33,21260478,"0.596,0.5903,0.5836,0.5962",3.43947093028873e-13,0.819080859908585,3.46444992596141
2,800,4,34,21260479,"0.585,0.5916,0.5964,0.6032",5.04485342389671e-13,0.833168040523853,3.28213212018472
2,800,4,35,21260480,"0.6176,0.6038,0.5868,0.5965",1.4139800441626e-12,0.808750800473943,3.12502507158468
2,800,4,36,21260481,"0.6014,0.597,0.5953,0.5788",2.98427949019242e-13,0.831601169247592,4.00514906257024
2,800,4,37,21260482,"0.57,0.6044,0.5871,0.6008",2.07833750209829e-13,0.828101252975455,3.12360091691116
2,800,4,38,21260483,"0.5868,0.6046,0.5948,0.5913",4.50306458787963e-13,0.819998341917694,3.50019887411635
2,800,4,39,21260484,"0.5688,0.6254,0.599,0.5915",4.08562073062058e-13,0.812009730577782,2.37297424473552
2,800,4,40,21260485,"0.5715,0.5631,0.5756,0.5766",5.15143483426073e-13,0.819911471297678,3.67452665193454
2,800,4,41,21260486,"0.5829,0.6078,0.6069,0.6026",1.00541797110054e-12,0.812060200024831,2.92733002820489
2,800,4,42,21260487,"0.6073,0.5838,0.5619,0.5764",6.21502849185163e-13,0.801891866311878,3.85873958558688
2,800,4,43,21260488,"0.5791,0.5943,0.6028,0.5928",3.20188320301895e-13,0.817373748217186,2.82195986053944
2,800,4,44,21260489,"0.6,0.5905,0.5922,0.5935",2.27018404075352e-12,0.829213727536978,3.55139183178326
2,800,4,45,21260490,"0.6054,0.6054,0.6173,0.6086",7.8337336617551e-13,0.811637629791344,2.63685518585425
2,800,4,46,21260491,"0.5739,0.5574,0.5998,0.5962",5.25801624462474e-13,0.828265105728035,3.59866233552756
2,800,4,47,21260492,"0.5739,0.5904,0.5862,0.6127",3.5349501104065e-13,0.817373210890773,2.80137758726992
2,800,4,48,21260493,"0.5798,0.6147,0.6036,0.6234",2.69784194983913e-12,0.814648878441653,3.03403379907646
2,800,4,49,21260494,"0.5735,0.5671,0.5705,0.6224",5.58664225991379e-13,0.828252642814069,2.62994583977715
2,800,4,50,21260495,"0.6074,0.595,0.5705,0.5826",6.3682392692499e-13,0.811972144775923,2.56424395018094
2,800,4,51,21260496,"0.595,0.5863,0.5936,0.5876",2.19380069665931e-13,0.813104483261146,2.87961298606196
2,800,4,52,21260497,"0.5972,0.5835,0.5808,0.6051",6.62581101096293e-13,0.804828995949477,2.99588616470056
2,800,4,53,21260498,"0.5868,0.6054,0.5926,0.5941",8.40216785036318e-13,0.822813103371805,3.02855658188354
2,800,4,54,21260499,"0.5782,0.5889,0.5879,0.6151",2.54907206453936e-13,0.811334461784375,2.72468643458097
2,800,4,55,21260500,"0.5678,0.5931,0.5813,0.6053",6.87450096847897e-13,0.804586505703509,2.68583272445658
2,800,4,56,21260501,"0.5609,0.5787,0.5819,0.5734",4.70734562441066e-13,0.815686863299491,2.55557590694848
2,800,4,57,21260502,"0.591,0.6057,0.597,0.5903",4.2454928461666e-13,0.791461047305197,3.38190436315447
2,800,4,58,21260503,"0.6082,0.5908,0.5864,0.5997",1.12354570092066e-12,0.831154403145055,2.94950075227266
2,800,4,59,21260504,"0.5969,0.5682,0.5919,0.5989",2.8244073746464e-13,0.81616732026075,2.50549148102922
2,800,4,60,21260505,"0.6142,0.6083,0.6,0.6082",5.41788836017076e-13,0.808709262225459,2.92351395690924
2,800,4,61,21260506,"0.6068,0.583,0.6005,0.6089",1.25055521493778e-12,0.8223501424091,3.54819859491685
2,800,4,62,21260507,"0.5778,0.5913,0.5693,0.5824",4.40536496171262e-13,0.808394609920467,3.17283690732545
2,800,4,63,21260508,"0.6096,0.6126,0.5952,0.5719",5.87974113841483e-13,0.808314415000115,3.90268600736443
2,800,4,64,21260509,"0.594,0.5614,0.5901,0.5925",3.73479025483903e-13,0.824068678534501,2.78155543480457
2,800,4,65,21260510,"0.5711,0.593,0.5793,0.566",3.73923114693753e-13,0.818609969361345,3.06482257850555
2,800,4,66,21260511,"0.5894,0.5856,0.594,0.601",5.25801624462474e-13,0.819401184546164,2.84654286401783
2,800,4,67,21260512,"0.6003,0.596,0.5847,0.6036",5.87085935421783e-13,0.80762377882524,4.13298631795202
2,800,4,68,21260513,"0.5757,0.5763,0.6024,0.5978",2.40696351738734e-13,0.811314175368171,4.34597356438118
2,800,4,69,21260514,"0.5948,0.5834,0.5969,0.5724",2.54907206453936e-13,0.816076274537333,2.91703291930438
2,800,4,70,21260515,"0.5755,0.5613,0.6029,0.5875",2.55795384873636e-13,0.834149497497736,2.86300320067138
2,800,4,71,21260516,"0.5674,0.6013,0.5879,0.6023",5.38236122338276e-13,0.809885955222716,2.73092627584768
2,800,4,72,21260517,"0.5998,0.5738,0.5685,0.5718",3.10862446895044e-13,0.814323362535286,2.2429351097237
2,800,4,73,21260518,"0.5995,0.5967,0.5482,0.5956",3.94129173741931e-13,0.805741643932946,3.36894369008791
2,800,4,74,21260519,"0.6015,0.5844,0.5632,0.5687",2.04281036531029e-13,0.817846378552443,3.30369498460252
2,800,4,75,21260520,"0.5923,0.6004,0.5954,0.5992",4.60520510614515e-13,0.819416507853292,2.60279904593419
2,800,4,76,21260521,"0.6141,0.5878,0.5949,0.6032",2.96651592179842e-13,0.81962697971217,3.14606822375007
2,800,4,77,21260522,"0.6127,0.5862,0.5859,0.5796",3.92574861507455e-13,0.809168806639789,2.9635712822807
2,800,4,78,21260523,"0.6038,0.5945,0.5797,0.617",4.68958205601666e-13,0.816339813737755,2.50932601104816
2,800,4,79,21260524,"0.5878,0.6137,0.5824,0.5839",7.65609797781508e-13,0.824748723013146,2.42663959468404
2,800,4,80,21260525,"0.5974,0.5696,0.5898,0.5653",1.03828057262945e-12,0.826847720578273,2.66730215747256
2,800,4,81,21260526,"0.6076,0.5976,0.5561,0.5833",3.17967874252645e-13,0.825661505526244,3.03668584610014
2,800,4,82,21260527,"0.5737,0.5696,0.569,0.58",8.40216785036318e-13,0.819346249290609,3.65575604265926
2,800,4,83,21260528,"0.5939,0.5994,0.5855,0.5851",4.05897537802957e-13,0.823088312727194,3.58127391956268
2,800,4,84,21260529,"0.596,0.5895,0.6091,0.5767",7.17648163117701e-13,0.805758076319365,2.97740887197492
2,800,4,85,21260530,"0.5893,0.5959,0.6026,0.6157",1.3935519405095e-12,0.814226363447282,3.22496039506619
2,800,4,86,21260531,"0.5908,0.5978,0.5969,0.591",5.00932628710871e-13,0.794792978940596,2.44722401131516
2,800,4,87,21260532,"0.5727,0.5795,0.5974,0.5873",6.76791955811495e-13,0.817455448534579,2.99214106268794
2,800,4,88,21260533,"0.5952,0.6022,0.5892,0.595",4.52082815627364e-13,0.803002326981215,3.02489845241861
2,800,4,89,21260534,"0.5949,0.5829,0.569,0.5882",2.40252262528884e-13,0.813543931658343,3.88956845166997
2,800,4,90,21260535,"0.616,0.5952,0.582,0.6044",9.52127265918534e-13,0.811360305957851,3.40517498586821
2,800,4,91,21260536,"0.5866,0.5816,0.5762,0.5694",1.54276591501912e-12,0.808909894925313,3.46137985004404
2,800,4,92,21260537,"0.5902,0.5714,0.5595,0.5647",4.72510919280467e-13,0.807533338922024,3.28933648003161
2,800,4,93,21260538,"0.5932,0.6229,0.5876,0.6031",5.04485342389671e-13,0.808861356293689,2.90207142722343
2,800,4,94,21260539,"0.5819,0.5834,0.5818,0.5784",3.97903932025656e-13,0.816469441422059,4.21852481800917
2,800,4,95,21260540,"0.5831,0.6173,0.5715,0.5762",1.10667031094636e-12,0.79608283608035,2.58864550764313
2,800,4,96,21260541,"0.5693,0.572,0.6119,0.592",3.62376795237651e-13,0.813768099184719,4.17740092295464
2,800,4,97,21260542,"0.5936,0.5795,0.5918,0.5968",2.64677169070637e-13,0.817199422949733,2.78685601064543
2,800,4,98,21260543,"0.5997,0.6053,0.5873,0.5867",8.3411055840088e-13,0.819625990539216,2.95323500867276
2,800,4,99,21260544,"0.5857,0.5911,0.577,0.6006",8.26894108740817e-13,0.810960403488281,2.79007827443413
2,800,4,100,21260545,"0.5879,0.5815,0.6039,0.5918",4.44977388269763e-13,0.820202988409846,3.11841354990812
