"case","n","p","replication","seed","h_summary","mst_max_abs_diff","mst_mean_edge_weight","mst_max_edge_weight"
1,800,4,25,21160470,"0.5758,0.594,0.5995,0.5908",1.86073378927176e-13,0.920869017206155,3.37016766376152
1,800,4,26,21160471,"0.6234,0.5835,0.609,0.5907",4.49307258065801e-13,0.902853320435314,3.51335326984707
1,800,4,27,21160472,"0.5994,0.5787,0.6142,0.6014",2.1316282072803e-13,0.897279872976194,3.34880134046186
1,800,4,28,21160473,"0.6048,0.6034,0.5982,0.5857",2.14717132962505e-13,0.910340516072855,3.24863599979251
1,800,4,29,21160474,"0.6023,0.5972,0.6151,0.592",3.33510996597397e-13,0.902036845360447,3.44869356171508
1,800,4,30,21160475,"0.5951,0.57,0.6053,0.6118",4.00568467284756e-13,0.91018887438823,5.07879026236213
1,800,4,31,21160476,"0.5753,0.5878,0.6003,0.5837",2.46913600676635e-13,0.914075025254956,3.44188961867191
1,800,4,32,21160477,"0.5873,0.6013,0.6315,0.6104",1.4122036873232e-13,0.89370274152823,3.35025484322742
1,800,4,33,21160478,"0.6248,0.6021,0.5913,0.6116",1.14575016141316e-13,0.908018952772099,3.55682052449689
1,800,4,34,21160479,"0.6095,0.6162,0.5778,0.5821",1.58983937126322e-13,0.903263911188568,3.0338222454314
1,800,4,35,21160480,"0.5741,0.5875,0.5973,0.6102",2.94209101525666e-13,0.924698558062757,2.67298466268461
1,800,4,36,21160481,"0.5878,0.5974,0.586,0.5727",2.45137243837235e-13,0.904021866638436,2.7431277641258
1,800,4,37,21160482,"0.5581,0.5964,0.5896,0.6209",4.36539693282612e-13,0.911501137016802,4.31738341690909
1,800,4,38,21160483,"0.6254,0.5905,0.5952,0.584",2.95319324550292e-13,0.920382878147974,3.37615666815243
1,800,4,39,21160484,"0.5726,0.5941,0.5883,0.5777",3.46833672892899e-13,0.901786277076203,3.44049892614778
1,800,4,40,21160485,"0.605,0.6155,0.6311,0.5777",6.79012401860746e-13,0.918088253741425,4.03086010725807
1,800,4,41,21160486,"0.5828,0.5951,0.6195,0.5886",2.03392858111329e-13,0.922280820182552,2.89643533790874
1,800,4,42,21160487,"0.5933,0.5948,0.5853,0.5857",8.82349748820843e-13,0.911640502618148,3.41122964513552
1,800,4,43,21160488,"0.5727,0.5744,0.5916,0.5713",2.1405099914773e-13,0.909195593978836,3.46952184410292
1,800,4,44,21160489,"0.6066,0.5987,0.5891,0.5815",2.50466314355435e-13,0.919431645980657,3.17932838067917
1,800,4,45,21160490,"0.5921,0.5846,0.5983,0.6081",1.37667655053519e-13,0.905341821401771,2.96942110643735
1,800,4,46,21160491,"0.5951,0.5921,0.5832,0.5729",2.29150032282632e-13,0.897858585144162,3.17140289144153
1,800,4,47,21160492,"0.5823,0.5927,0.624,0.612",3.82555098710213e-13,0.90980319737243,2.60344300178539
1,800,4,48,21160493,"0.5927,0.5806,0.5985,0.5878",1.67199587508549e-13,0.902905709995833,2.53226750896546
1,800,4,49,21160494,"0.6053,0.5882,0.5895,0.5903",2.8332891588434e-13,0.915734616411912,3.10591870121815
1,800,4,50,21160495,"0.6011,0.5864,0.5904,0.5935",4.13002965160558e-13,0.912541559531125,3.52942846445566
1,800,4,51,21160496,"0.5945,0.6279,0.6016,0.587",1.75859327100625e-13,0.912552689775308,3.27274849641811
1,800,4,52,21160497,"0.5684,0.6127,0.5934,0.6143",2.00728322852228e-13,0.909504021472754,2.90309216097718
1,800,4,53,21160498,"0.5637,0.5637,0.5938,0.5708",2.1005419625908e-13,0.909160077903786,3.18638064807641
1,800,4,54,21160499,"0.6025,0.5633,0.59,0.5758",2.61124455391837e-13,0.912323919150757,3.81429076430442
1,800,4,55,21160500,"0.5628,0.5954,0.608,0.6084",4.89386309254769e-13,0.916448269696332,2.87083111699774
1,800,4,56,21160501,"0.5938,0.5821,0.5955,0.5969",4.21329637845247e-13,0.89067398097239,3.03571665117601
1,800,4,57,21160502,"0.5929,0.5716,0.5969,0.593",3.79252185211953e-13,0.919376662458699,3.99573149368046
1,800,4,58,21160503,"0.5959,0.5734,0.6086,0.5837",4.70734562441066e-13,0.902619221394083,2.92925263096477
1,800,4,59,21160504,"0.5746,0.5902,0.583,0.5796",6.47704112566316e-13,0.908481578962269,3.30416513394614
1,800,4,60,21160505,"0.6049,0.5984,0.5962,0.5968",2.66453525910038e-13,0.902482430942567,2.64861687197109
1,800,4,61,21160506,"0.6083,0.579,0.5989,0.6043",1.48991929904696e-13,0.921461375032783,2.87653698014926
1,800,4,62,21160507,"0.5806,0.5685,0.5952,0.5918",2.03836947321179e-13,0.907186574113051,2.88210620662222
1,800,4,63,21160508,"0.5832,0.6021,0.6057,0.555",2.04281036531029e-13,0.901026733032561,2.76714268894443
1,800,4,64,21160509,"0.6144,0.5862,0.5838,0.5809",2.29150032282632e-13,0.899642616570199,3.03383776692755
1,800,4,65,21160510,"0.5794,0.582,0.5966,0.5973",3.65152352799214e-13,0.914634570825863,2.8784654291158
1,800,4,66,21160511,"0.6063,0.6181,0.62,0.6004",3.12638803734444e-13,0.903557142260491,2.80919036055612
1,800,4,67,21160512,"0.6216,0.5832,0.5867,0.5728",2.96873636784767e-13,0.913699928942214,3.43449921185976
1,800,4,68,21160513,"0.5811,0.5926,0.6067,0.5892",4.77839989798667e-13,0.907146573939064,2.72696156952752
1,800,4,69,21160514,"0.6107,0.6116,0.5939,0.6115",1.71862524211974e-13,0.890467822687702,3.43119266620879
1,800,4,70,21160515,"0.5876,0.5963,0.599,0.5981",2.0961010704923e-13,0.90900855638606,3.02459256308897
1,800,4,71,21160516,"0.586,0.6107,0.5739,0.5745",1.56319401867222e-13,0.904536856639214,2.85801301256945
1,800,4,72,21160517,"0.5996,0.5945,0.6024,0.5658",3.14859249783694e-13,0.905493396376604,3.19153037766327
1,800,4,73,21160518,"0.5732,0.6052,0.592,0.6023",1.78967951569575e-13,0.902809229643869,3.26151862828204
1,800,4,74,21160519,"0.6023,0.5976,0.5963,0.6038",5.7021054544748e-13,0.89512903709114,2.88283190770474
1,800,4,75,21160520,"0.5891,0.5975,0.5903,0.6011",2.05169214950729e-13,0.918618954792086,3.59034139111168
1,800,4,76,21160521,"0.6135,0.5849,0.576,0.5952",1.49213974509621e-13,0.922124749812583,3.17117496215768
1,800,4,77,21160522,"0.5932,0.5953,0.6009,0.614",1.95093941002256e-13,0.912922647676519,3.12604211933393
1,800,4,78,21160523,"0.5804,0.5562,0.6056,0.6011",3.20049542423817e-13,0.91360019078221,3.16698355554591
1,800,4,79,21160524,"0.5836,0.5972,0.6009,0.5764",3.03757019537443e-13,0.913394551268991,2.97990176776227
1,800,4,80,21160525,"0.6201,0.6128,0.5705,0.5841",3.02868841117743e-13,0.905200051063924,4.07800795250048
1,800,4,81,21160526,"0.6142,0.5914,0.6056,0.5609",2.62900812231237e-13,0.912473015798689,4.3427148440737
1,800,4,82,21160527,"0.5773,0.6309,0.6112,0.619",1.20348175869367e-13,0.905902580447947,2.78680070930576
1,800,4,83,21160528,"0.5822,0.6527,0.5945,0.5753",2.8732571877299e-13,0.89817766903711,2.75734104262682
1,800,4,84,21160529,"0.5851,0.5783,0.5903,0.591",1.92956761679852e-13,0.898075335758979,3.02755910023569
1,800,4,85,21160530,"0.5724,0.5681,0.6053,0.5591",2.33146835171283e-13,0.906848621270025,2.81987888988181
1,800,4,86,21160531,"0.6129,0.5983,0.5998,0.5955",2.66453525910038e-13,0.902161236904018,3.18959482330704
1,800,4,87,21160532,"0.5673,0.6081,0.5793,0.5634",2.34923192010683e-13,0.899116877380514,2.95465859544616
1,800,4,88,21160533,"0.5886,0.5909,0.5733,0.5952",1.23900889548167e-13,0.91565806749894,3.59749986904619
1,800,4,89,21160534,"0.5788,0.5725,0.5802,0.5835",3.17967874252645e-13,0.902227265750157,3.84361629121514
1,800,4,90,21160535,"0.5713,0.5908,0.6049,0.5964",2.18047802036381e-13,0.91270242469251,3.01226950627478
1,800,4,91,21160536,"0.5853,0.5897,0.596,0.6033",2.17492690524068e-13,0.90932042202474,3.45015265258364
1,800,4,92,21160537,"0.5848,0.583,0.6106,0.5787",2.18491891246231e-13,0.901151702544628,3.23185966607343
1,800,4,93,21160538,"0.603,0.6038,0.5657,0.5934",1.81188397618826e-13,0.920677479372052,2.8017702944932
1,800,4,94,21160539,"0.6014,0.5886,0.5878,0.5913",1.92734717074927e-13,0.906614428506427,3.20279117524466
1,800,4,95,21160540,"0.582,0.6069,0.6197,0.5892",4.06785716222657e-13,0.89294324635945,2.78161331408142
1,800,4,96,21160541,"0.5995,0.6054,0.6055,0.5906",1.18127729820117e-13,0.90058242797167,3.06306894283196
1,800,4,97,21160542,"0.584,0.5891,0.5853,0.5912",3.43725048423948e-13,0.893096455256083,4.54550781128126
1,800,4,98,21160543,"0.6022,0.6129,0.6054,0.5842",3.94351218346856e-13,0.902959552724624,3.40597425557679
1,800,4,99,21160544,"0.604,0.562,0.6159,0.6087",1.33226762955019e-13,0.906810743046243,2.51502645621936
1,800,4,100,21160545,"0.6051,0.6049,0.6016,0.5604",2.59792187762287e-13,0.904725848104023,3.56024761029815
2,300,4,1,20760446,"0.6679,0.61,0.653,0.6303",1.25233157177718e-13,0.915646462903575,3.34944896437422
2,300,4,2,20760447,"0.6758,0.6797,0.6713,0.6815",1.4255263636187e-13,0.901879458614144,2.54102892536153
2,300,4,3,20760448,"0.7196,0.6686,0.6533,0.642",2.38031816479634e-13,0.898406179139058,2.5089695934554
2,300,4,4,20760449,"0.6494,0.645,0.6454,0.7336",6.03961325396085e-13,0.917340368342116,3.00624250514928
2,300,4,5,20760450,"0.6843,0.6657,0.6756,0.6676",4.11226608321158e-13,0.920445786264077,2.55477659940574
2,300,4,6,20760451,"0.6694,0.665,0.6828,0.6527",2.41140440948584e-13,0.923760558637246,3.04108668160376
2,300,4,7,20760452,"0.6811,0.6541,0.6147,0.6285",4.35429470257986e-13,0.894148506377649,3.29133784478726
2,300,4,8,20760453,"0.6926,0.6903,0.6455,0.672",3.69482222595252e-13,0.879618176270455,2.88479081922581
2,300,4,9,20760454,"0.6359,0.6724,0.6624,0.6747",1.16351372980716e-13,0.922711386090548,2.46071843499846
2,300,4,10,20760455,"0.651,0.655,0.6486,0.6435",9.85878045867139e-14,0.937518878941739,3.06141230864456
2,300,4,11,20760456,"0.6622,0.6524,0.7031,0.7118",4.08562073062058e-13,0.918465744880394,2.29080998269231
2,300,4,12,20760457,"0.6478,0.6744,0.7083,0.6769",2.70006239588838e-13,0.90095929334718,3.81699405817228
2,300,4,13,20760458,"0.6834,0.683,0.6817,0.6529",2.87769807982841e-13,0.896824560493279,2.94810215581965
2,300,4,14,20760459,"0.6666,0.6447,0.6301,0.6585",2.75335310107039e-13,0.909189955778242,2.65523846545529
2,300,4,15,20760460,"0.6817,0.6495,0.6542,0.6668",3.00204305858642e-13,0.900451549530195,3.63593527162803
2,300,4,16,20760461,"0.6651,0.671,0.6762,0.6804",1.25233157177718e-13,0.890887061149307,2.43012120356545
2,300,4,17,20760462,"0.6926,0.6284,0.6595,0.644",2.25153229393982e-13,0.94526260348125,2.64170175908474
2,300,4,18,20760463,"0.6618,0.661,0.6603,0.6775",5.87085935421783e-13,0.911814164462466,2.85544879616144
2,300,4,19,20760464,"0.6858,0.6197,0.6589,0.6727",1.3855583347322e-13,0.892713281783894,2.51006949899313
2,300,4,20,20760465,"0.6601,0.6931,0.7088,0.7099",3.5171865420125e-13,0.902799143848091,2.05798101760972
2,300,4,21,20760466,"0.6383,0.6599,0.6686,0.6402",1.13242748511766e-13,0.905354328305627,2.4063881137474
2,300,4,22,20760467,"0.6834,0.6826,0.6415,0.6485",1.60316204755873e-13,0.926516977037582,2.69687772671373
2,300,4,23,20760468,"0.6871,0.6265,0.6898,0.6601",1.23456800338317e-13,0.902989216597213,2.28133577407149
2,300,4,24,20760469,"0.6701,0.6384,0.6255,0.6403",8.57092175010621e-14,0.937417336276182,2.77272158770344
2,300,4,25,20760470,"0.7379,0.6407,0.6571,0.6566",1.36779476633819e-13,0.91843189072364,2.7556817835504
2,300,4,26,20760471,"0.6447,0.6502,0.6823,0.652",1.31450406115619e-13,0.921319339124771,2.49966282653256
2,300,4,27,20760472,"0.6421,0.6663,0.6713,0.6945",1.50102152929321e-13,0.908568502253214,3.05490363193213
2,300,4,28,20760473,"0.6985,0.6646,0.7135,0.6724",1.30340183090993e-13,0.913156984977802,2.28446414127257
2,300,4,29,20760474,"0.6468,0.6827,0.7142,0.6948",1.35891298214119e-13,0.905702885994629,3.48302245057789
2,300,4,30,20760475,"0.7032,0.7027,0.7123,0.6387",2.849276370398e-12,0.879015623579774,2.60076254107111
2,300,4,31,20760476,"0.6761,0.659,0.6833,0.6733",1.60760293965723e-13,0.906726576455376,3.0164737811167
2,300,4,32,20760477,"0.6019,0.6625,0.632,0.7385",6.51922960059892e-13,0.949921095038686,3.24548273717579
2,300,4,33,20760478,"0.6604,0.6811,0.7004,0.6754",8.43769498715119e-14,0.908683891822763,3.45592982906366
2,300,4,34,20760479,"0.7084,0.6506,0.6448,0.6484",2.61124455391837e-13,0.917707024076856,3.45112687620945
2,300,4,35,20760480,"0.6756,0.6434,0.6408,0.6477",9.85878045867139e-14,0.910142661543601,2.41848414852579
2,300,4,36,20760481,"0.6534,0.6652,0.6741,0.6381",2.57127652503186e-13,0.923187988281399,2.96754290407982
2,300,4,37,20760482,"0.6828,0.682,0.6521,0.6453",1.79412040779425e-13,0.92239215330757,2.60072815167558
2,300,4,38,20760483,"0.681,0.6602,0.6892,0.6449",1.15463194561016e-13,0.93286026437863,2.78757127508285
2,300,4,39,20760484,"0.6689,0.7146,0.6754,0.6606",4.06785716222657e-13,0.914292831351766,2.58642336233549
2,300,4,40,20760485,"0.6676,0.6165,0.6516,0.6627",2.8022029141539e-13,0.947608827392299,3.2212332109684
2,300,4,41,20760486,"0.6333,0.664,0.6644,0.6096",5.86197757002083e-14,0.896521795166121,2.38266738731163
2,300,4,42,20760487,"0.701,0.6521,0.6562,0.6271",2.30926389122033e-13,0.928685312876537,2.81111605220607
2,300,4,43,20760488,"0.634,0.6446,0.6984,0.6934",1.63424829224823e-13,0.920118753988368,3.80329854809253
2,300,4,44,20760489,"0.6684,0.6581,0.6816,0.7012",4.10338429901458e-13,0.885913036321442,2.46808794249777
2,300,4,45,20760490,"0.6368,0.626,0.6867,0.7044",1.07469588783715e-13,0.925561635295125,2.92027854099972
2,300,4,46,20760491,"0.7068,0.7164,0.699,0.6252",2.89546164822241e-13,0.914640717397326,2.66933139624535
2,300,4,47,20760492,"0.704,0.6416,0.6835,0.6823",2.62900812231237e-13,0.900243540115108,2.11257831362409
2,300,4,48,20760493,"0.6933,0.6711,0.6507,0.6506",1.57207580286922e-13,0.9254086581892,2.95141358323655
2,300,4,49,20760494,"0.7005,0.7009,0.6816,0.6583",4.63629135083465e-13,0.914697586388928,3.58889147106728
2,300,4,50,20760495,"0.6246,0.686,0.7151,0.6857",1.46549439250521e-13,0.891421122497151,5.11215389298902
2,300,4,51,20760496,"0.6793,0.703,0.6964,0.6657",3.16191517413245e-13,0.89395174471471,2.65099484137874
2,300,4,52,20760497,"0.7202,0.7037,0.7027,0.6991",7.54951656745106e-14,0.892537312370646,2.07070056710857
2,300,4,53,20760498,"0.7022,0.657,0.646,0.6908",1.4033219031262e-13,0.929461192834937,3.52995288491107
2,300,4,54,20760499,"0.6613,0.7164,0.7296,0.7294",1.00364161426114e-13,0.851144447261192,2.66921214648204
2,300,4,55,20760500,"0.6684,0.6763,0.6293,0.6551",1.51434420558871e-13,0.912655344893305,3.02630344212564
2,300,4,56,20760501,"0.6215,0.6457,0.6657,0.6924",1.78079773149875e-13,0.925799241911842,2.58752742576121
2,300,4,57,20760502,"0.7011,0.6436,0.6368,0.6684",1.73194791841524e-13,0.922936226371529,2.99024014934194
2,300,4,58,20760503,"0.6638,0.7018,0.6695,0.7085",3.78364006792253e-13,0.90546775229135,3.31292610943149
2,300,4,59,20760504,"0.6945,0.6738,0.674,0.6272",9.32587340685131e-14,0.890089354747152,2.9275918188504
2,300,4,60,20760505,"0.6951,0.6635,0.655,0.6398",1.68309810533174e-13,0.900332029437208,2.73346290010279
2,300,4,61,20760506,"0.6041,0.6266,0.6611,0.6329",2.1405099914773e-13,0.929817110380999,2.68813381258967
2,300,4,62,20760507,"0.6861,0.6491,0.7003,0.6472",2.54019028034236e-13,0.861067811440125,2.39079469359299
2,300,4,63,20760508,"0.6803,0.6616,0.6523,0.6732",1.31050725826753e-12,0.92708109390878,3.55954464123302
2,300,4,64,20760509,"0.6532,0.698,0.7222,0.637",9.59232693276135e-14,0.899462792647313,2.35231304458521
2,300,4,65,20760510,"0.6788,0.7126,0.7083,0.703",3.21520587931445e-13,0.909943432897686,3.33285396666816
2,300,4,66,20760511,"0.6439,0.6466,0.7058,0.6962",1.13864473405556e-12,0.924121656307429,2.77148838324746
2,300,4,67,20760512,"0.6657,0.6727,0.6812,0.6427",2.93098878501041e-13,0.916585266787663,3.54227219576581
2,300,4,68,20760513,"0.6404,0.6995,0.7116,0.7006",8.45989944764369e-14,0.912954571173259,3.28606587868019
2,300,4,69,20760514,"0.6782,0.663,0.6497,0.6993",2.22044604925031e-13,0.910473097140654,3.32663146410755
2,300,4,70,20760515,"0.6738,0.694,0.6772,0.6428",8.65973959207622e-14,0.886967531238053,2.52239864400485
2,300,4,71,20760516,"0.6471,0.6789,0.6553,0.6991",1.76747505520325e-13,0.920707565963891,2.9475759388956
2,300,4,72,20760517,"0.6052,0.6811,0.6817,0.6408",2.42028619368284e-13,0.935777903655878,3.13217494118753
2,300,4,73,20760518,"0.7109,0.7199,0.7025,0.6993",1.11910480882216e-13,0.90075289769806,2.00547668849307
2,300,4,74,20760519,"0.6743,0.6944,0.7127,0.7033",1.56319401867222e-13,0.899096517590738,3.07551993804222
2,300,4,75,20760520,"0.6397,0.649,0.6407,0.6628",1.19459997449667e-13,0.938369782973029,2.87557582737233
2,300,4,76,20760521,"0.681,0.6193,0.6226,0.6697",4.56634730028327e-13,0.94025827327132,2.16229589148766
2,300,4,77,20760522,"0.7019,0.6918,0.6582,0.6903",1.95399252334028e-13,0.900516616905623,2.78646496651985
2,300,4,78,20760523,"0.701,0.7035,0.6897,0.7022",1.33226762955019e-13,0.928195653649693,2.49184389116317
2,300,4,79,20760524,"0.648,0.6806,0.6232,0.6435",1.92734717074927e-13,0.930086089627121,2.49884224838776
2,300,4,80,20760525,"0.699,0.6454,0.7011,0.6791",3.5171865420125e-13,0.939182839818353,3.04152046908015
2,300,4,81,20760526,"0.7134,0.6629,0.6537,0.6276",6.96331881044898e-13,0.929401050813949,2.66935651181375
2,300,4,82,20760527,"0.6785,0.6211,0.6797,0.6306",1.02806652080289e-13,0.894177813441325,2.55794182139732
2,300,4,83,20760528,"0.6573,0.6432,0.6677,0.6662",1.26121335597418e-13,0.909990742675907,2.4118105532273
2,300,4,84,20760529,"0.621,0.6976,0.6986,0.6443",7.19424519957101e-14,0.924331602912202,2.61155471054274
2,300,4,85,20760530,"0.6802,0.6249,0.6611,0.6812",7.59392548843607e-14,0.898365960965754,2.58051840420015
2,300,4,86,20760531,"0.6717,0.6327,0.6056,0.6135",1.24344978758018e-13,0.9130731022911,2.85960509553909
2,300,4,87,20760532,"0.6677,0.7067,0.6749,0.655",2.06057393370429e-13,0.920764685399165,2.39780150852791
2,300,4,88,20760533,"0.6906,0.6483,0.6465,0.6172",1.95399252334028e-13,0.921598257993407,2.95269213271074
2,300,4,89,20760534,"0.6504,0.7063,0.6361,0.7211",1.92734717074927e-13,0.900753819464755,2.66956895118051
2,300,4,90,20760535,"0.7111,0.6854,0.6762,0.6847",9.54791801177635e-14,0.908148470616031,3.33679146072399
2,300,4,91,20760536,"0.6788,0.6733,0.6669,0.6323",1.27720056752878e-12,0.92754369619531,2.27108683455697
2,300,4,92,20760537,"0.7036,0.6735,0.6914,0.7074",4.82947015711943e-13,0.893077018243513,2.52942302150738
2,300,4,93,20760538,"0.6559,0.6293,0.6693,0.6019",1.55431223447522e-13,0.925853904767143,2.74470815967291
2,300,4,94,20760539,"0.6816,0.7235,0.6691,0.6412",1.53654866608122e-13,0.895093377782655,2.82329030903771
2,300,4,95,20760540,"0.6412,0.6963,0.6996,0.6326",1.05582209641852e-13,0.909034805165942,3.12139951237038
2,300,4,96,20760541,"0.65,0.6301,0.6752,0.7178",9.50350909079134e-14,0.904702062249899,2.47262254767822
2,300,4,97,20760542,"0.6974,0.6478,0.6652,0.6202",1.64313007644523e-13,0.930881052692202,3.16324685965749
2,300,4,98,20760543,"0.6612,0.6618,0.7056,0.6958",3.85469434149854e-13,0.924858433203125,3.54323486096234
2,300,4,99,20760544,"0.7179,0.6755,0.7029,0.6863",3.83693077310454e-13,0.88925747581584,2.11513477055096
2,300,4,100,20760545,"0.6484,0.6427,0.6869,0.7143",1.27009514017118e-13,0.897918025281898,2.42852778962554
2,500,4,1,20960446,"0.6499,0.6388,0.6236,0.638",3.67705865755852e-13,0.851540125984995,3.47969194374274
2,500,4,2,20960447,"0.628,0.6587,0.6297,0.6315",4.11226608321158e-13,0.858187363293577,2.87652391149076
2,500,4,3,20960448,"0.6412,0.6233,0.6428,0.6253",8.66862137627322e-13,0.855321120602953,2.8411577604466
2,500,4,4,20960449,"0.6486,0.6324,0.6254,0.6428",1.70308211977499e-13,0.85335652850495,2.84175317557538
2,500,4,5,20960450,"0.6523,0.641,0.629,0.6297",2.51354492775135e-13,0.839611316000426,2.23250479961215
2,500,4,6,20960451,"0.6628,0.6423,0.6196,0.632",2.62456723021387e-13,0.854526947078587,2.62013741945454
2,500,4,7,20960452,"0.6331,0.6292,0.6546,0.6464",4.41424674590962e-13,0.847370822217051,2.84398446993239
2,500,4,8,20960453,"0.609,0.6369,0.648,0.6026",3.79252185211953e-13,0.870569160682828,2.87142459978231
2,500,4,9,20960454,"0.6107,0.6347,0.6507,0.6306",1.47437617670221e-13,0.845964857009436,3.26880977922467
2,500,4,10,20960455,"0.6341,0.624,0.6191,0.626",1.91846538655227e-13,0.862111821553649,2.15856844713884
2,500,4,11,20960456,"0.6737,0.6264,0.6187,0.6295",4.39648317751562e-13,0.841201848469635,3.74255869881134
2,500,4,12,20960457,"0.6076,0.609,0.6527,0.6209",3.00204305858642e-13,0.862478030584394,2.86389065636223
2,500,4,13,20960458,"0.588,0.615,0.6345,0.6099",6.12399020383236e-13,0.873803975353792,2.87656601558794
2,500,4,14,20960459,"0.6034,0.6283,0.6182,0.6271",3.31290550548147e-13,0.860410933104888,2.47909980493201
2,500,4,15,20960460,"0.6353,0.6324,0.6441,0.6247",2.06057393370429e-13,0.869338130091742,3.20124857160129
2,500,4,16,20960461,"0.6242,0.6121,0.5987,0.6157",1.4299672557172e-13,0.844914848953918,3.36987610497467
2,500,4,17,20960462,"0.6087,0.5895,0.6049,0.6337",1.51878509768721e-12,0.861332907549617,3.42827537667374
2,500,4,18,20960463,"0.6281,0.6219,0.5986,0.6252",3.15303338993544e-13,0.876397180992207,2.86443229076405
2,500,4,19,20960464,"0.6187,0.6056,0.6644,0.649",3.07309733216243e-13,0.831111077770415,3.80968492425817
2,500,4,20,20960465,"0.6046,0.613,0.62,0.6274",2.35811370430383e-13,0.860972495339286,2.72193008447334
2,500,4,21,20960466,"0.6304,0.6259,0.5897,0.6367",3.43280959214098e-13,0.858972369253183,2.7694295703549
2,500,4,22,20960467,"0.6408,0.5983,0.6463,0.5997",9.35251875944232e-13,0.856729007156688,3.29222035053506
2,500,4,23,20960468,"0.6417,0.6325,0.6262,0.6495",2.05058192648266e-13,0.865296028607468,2.51020267644126
2,500,4,24,20960469,"0.6188,0.6043,0.6325,0.635",2.90434343241941e-13,0.875955676342678,3.30635164291368
2,500,4,25,20960470,"0.6374,0.6445,0.6121,0.612",1.72306613421824e-13,0.863407479310079,2.65007025108659
2,500,4,26,20960471,"0.653,0.6538,0.6098,0.6251",2.97539770599542e-13,0.859347897823518,3.60981466072484
2,500,4,27,20960472,"0.6245,0.6056,0.6034,0.6263",6.43041175862891e-13,0.869355239392849,3.4940761537229
2,500,4,28,20960473,"0.6253,0.623,0.6541,0.5964",1.84741111297626e-13,0.868192159935572,3.65879499285393
2,500,4,29,20960474,"0.6051,0.6344,0.6427,0.5925",2.8066438062524e-13,0.867872522322545,3.09138752700713
2,500,4,30,20960475,"0.6513,0.6317,0.6197,0.626",1.39555034195382e-13,0.856804750376157,2.21550182051837
2,500,4,31,20960476,"0.6327,0.6213,0.6357,0.6532",1.30562227695918e-13,0.878132811845659,3.16921891126405
2,500,4,32,20960477,"0.6357,0.6609,0.6298,0.6155",2.78888023785839e-13,0.859197816423697,3.00652783787123
2,500,4,33,20960478,"0.6475,0.5873,0.6041,0.6182",4.85833595575969e-13,0.871767988025037,2.54957236327209
2,500,4,34,20960479,"0.593,0.6116,0.6163,0.6549",1.76303416310475e-13,0.870049630506356,2.60176895494636
2,500,4,35,20960480,"0.6411,0.6258,0.6259,0.6474",2.59348098552437e-13,0.841973949640549,2.94499421445848
2,500,4,36,20960481,"0.6143,0.6035,0.6256,0.6418",2.41140440948584e-13,0.891088381950312,2.74266259735029
2,500,4,37,20960482,"0.6373,0.6322,0.6503,0.6276",5.24025267623074e-13,0.865458863466183,4.18459872053183
2,500,4,38,20960483,"0.6205,0.6078,0.6368,0.6838",2.65565347490337e-13,0.872931197819573,4.70690610844269
2,500,4,39,20960484,"0.6429,0.6033,0.6287,0.6481",6.96331881044898e-13,0.861673656561364,2.76631009944502
2,500,4,40,20960485,"0.6326,0.6152,0.6112,0.621",1.60760293965723e-13,0.879255937757632,2.96529222778136
2,500,4,41,20960486,"0.6378,0.609,0.641,0.6307",1.81188397618826e-13,0.838470650925759,5.32336800093404
2,500,4,42,20960487,"0.5896,0.6409,0.6509,0.6402",3.33955085807247e-13,0.850973291573839,2.60693802753434
2,500,4,43,20960488,"0.5882,0.597,0.6122,0.6327",9.45021838560933e-13,0.867960498365572,3.08341773044542
2,500,4,44,20960489,"0.6732,0.6364,0.61,0.6304",2.18935980456081e-13,0.867055711651781,2.18593600644644
2,500,4,45,20960490,"0.661,0.661,0.6251,0.633",1.71418435002124e-13,0.846672260300478,3.44285375578472
2,500,4,46,20960491,"0.6137,0.6263,0.6419,0.655",1.97175609173428e-13,0.855660141677634,2.97804955487268
2,500,4,47,20960492,"0.6349,0.6737,0.6694,0.615",2.73558953267639e-13,0.843382113397794,2.63325499790013
2,500,4,48,20960493,"0.6232,0.6276,0.6213,0.6182",5.95079541199084e-13,0.870137912153604,3.19049663428811
2,500,4,49,20960494,"0.6069,0.5921,0.6184,0.6345",3.59406948646779e-13,0.865588021966425,3.1311028807063
2,500,4,50,20960495,"0.6708,0.6501,0.6381,0.6126",3.61488616817951e-13,0.879787646302549,2.09180735077748
2,500,4,51,20960496,"0.6543,0.6206,0.6522,0.6301",2.49578135935735e-13,0.856740884266172,2.93075347797896
2,500,4,52,20960497,"0.5986,0.5886,0.6087,0.6051",1.65201186064223e-13,0.879033888469726,3.21967898600069
2,500,4,53,20960498,"0.6452,0.6132,0.635,0.6376",6.48370246381091e-13,0.853806594735501,3.07986542575376
2,500,4,54,20960499,"0.6368,0.6375,0.6626,0.6534",1.58095758706622e-13,0.85915727860843,3.54522237057812
2,500,4,55,20960500,"0.6266,0.6312,0.6562,0.6572",1.07824860151595e-12,0.857572839845036,2.71901277072163
2,500,4,56,20960501,"0.6107,0.6137,0.6206,0.6231",1.97175609173428e-13,0.869361735030146,3.3532485570302
2,500,4,57,20960502,"0.6278,0.6033,0.6058,0.604",6.23501250629488e-13,0.871737928355226,2.77463692435146
2,500,4,58,20960503,"0.6161,0.6104,0.6287,0.6388",5.46229728115577e-13,0.86082115133958,2.42029269524209
