"model","case","paper_case","tau","n","num_rep","seed_base","method","n_present","n_solver_ok","n_accepted","n_nonfinite","ierr_nonzero","failed_eval_nonzero","h_mismatch_count","fallback_count","retained_decomposition_failures","repair_total","repaired_points_total","internal_recovery_total","certificate_hits","residual_rows_checked","threshold_expansion_total","threshold_expansion_replications","first_retained_size_mean_of_max","first_retained_size_max","time_mean_sec","time_median_sec","time_min_sec","time_max_sec","max_average_relative_discrepancy","solver_stable","path_accepted","timing_order_balanced","discrepancy_valid","retained_decomposition_ok"
"tvcqr",2,4,0.2,1000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,92411,73566,0,160576,187939243,0,0,32.828,46,0.024242,0.024,0.0219999999999994,0.029,2.00114033340003e-12,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,2000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,11.683496,11.677,10.999,12.819,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,2000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,0.152446,0.152999999999999,0.143000000000001,0.168,2.17210170276891e-12,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,2000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,27007,25930,0,356197,543397421,0,0,57.714,94,0.066358,0.0660000000000001,0.0639999999999999,0.077,1.14952603477624e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,5000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,68.293994,68.2805,65.262,72.015,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,5000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,0.976058,0.976999999999995,0.926000000000002,1.032,9.9977119572827e-12,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,5000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,1242,1241,0,1033811,2533038345,0,0,132,225,0.325684,0.325,0.311,0.376999999999995,2.31477128444774e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,10000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,247.94524,248.046,242.254,252.06,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,10000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,4.101526,4.103,3.88,4.44300000000001,2.16366072876765e-11,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.2,10000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,52,52,0,2326056,8143396058,0,0,246.044,357,1.121436,1.11700000000001,1.06399999999999,1.26000000000002,1.46054861448662e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,1000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,4.075728,4.0555,3.831,4.693,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,1000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,0.041504,0.0410000000000004,0.0389999999999997,0.048,6.7774290785538e-12,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,1000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,70096,59911,0,115152,202833971,0,0,38.872,57,0.025646,0.0259999999999998,0.024,0.029,2.58749211643396e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,2000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,12.029576,12.026,11.268,13.229,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,2000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,0.16579,0.165999999999999,0.154999999999999,0.182,4.88163859081632e-11,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,2000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,16745,16403,0,262666,608199894,0,0,69.112,107,0.073932,0.074,0.0709999999999997,0.0799999999999983,4.31220080708917e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,5000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,71.627712,71.7125,68.995,75.926,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,5000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,1.05061,1.05,0.997,1.114,5.89155399600098e-11,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,5000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,459,459,0,787939,2944375162,0,0,161.43,259,0.381968,0.381,0.361,0.441999999999993,7.52798551307728e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,10000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,265.663842,265.624,262.002,270.039,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,10000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,4.378392,4.37899999999998,4.17000000000002,4.642,2.40188489453688e-11,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.5,10000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,6,6,0,1831909,9620064846,0,0,302.726,439,1.34793,1.342,1.27199999999999,1.575,1.12469056970249e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,1000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,4.06077,4.031,3.855,4.728,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,1000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,0.038154,0.038,0.0349999999999993,0.043,3.64879468403671e-10,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,1000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,85948,69205,0,162588,185295375,0,0,33.13,52,0.02396,0.024,0.0219999999999994,0.0380000000000003,5.80852553382001e-12,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,2000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,11.953422,11.9645,11.331,12.787,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,2000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,0.15234,0.152000000000001,0.143000000000001,0.171000000000001,1.16509874588132e-10,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,2000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,24779,23773,0,363507,536051731,0,0,58.118,87,0.066226,0.066,0.0629999999999988,0.093,2.14004310706785e-12,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,5000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,70.812242,70.966,67.021,73.51,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,5000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,0.973098,0.972999999999999,0.925,1.027,4.79367841620347e-10,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,5000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,1191,1190,0,1051796,2502775763,0,0,133.34,212,0.324626,0.323,0.305000000000007,0.426000000000002,7.12693333011008e-13,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,10000,500,2025,"direct_baseline",500,500,500,0,0,0,0,0,,,,,,,,,,,260.672816,260.6685,256.797,264.298,0,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,10000,500,2025,"lean_seq",500,500,500,0,0,0,0,0,,,,,,,,,,,4.084582,4.08,3.858,4.38600000000002,1.02499847779242e-10,TRUE,TRUE,TRUE,TRUE,TRUE
"tvcqr",2,4,0.8,10000,500,2025,"unified_u11",500,500,500,0,0,0,0,0,0,48,48,0,2365456,8027346419,0,0,246.898,354,1.117874,1.114,1.06300000000005,1.287,4.28072191891852e-12,TRUE,TRUE,TRUE,TRUE,TRUE
